recvTime,n_viajes_x,n_viajes_y,free,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,radmax,vvmed,vvmax,dvmed,prec,dewpt,dpv
2020-10-03 08:00:00,445.5360000000002,557.5360000000003,484.86013986013984,18.0,18.9,16.8,32.8,36.6,30.0,459.8,555.1,1.5,4.3,284.1,0.0,1.4,1.4
2020-10-03 09:00:00,717.5549999999997,624.62,402.75714285714287,19.4,20.3,18.6,29.3,31.9,26.8,632.7,703.4,2.0,5.9,291.3,0.0,1.1,1.6
2020-10-03 10:00:00,875.8400000000001,722.9019999999998,349.6901709401709,21.2,22.5,20.1,26.0,29.0,23.1,752.5,795.9,1.8,5.4,312.0,0.0,0.9,1.9
2020-10-03 11:00:00,793.7790000000003,817.3789999999999,353.6388888888889,22.6,23.6,21.6,24.0,26.2,22.4,811.1,821.0,1.6,4.6,302.4,0.0,1.0,2.1
2020-10-03 12:00:00,814.4689999999997,882.0000000000005,406.399209486166,23.8,24.5,23.2,20.7,24.4,18.0,801.0,817.0,1.6,4.7,309.2,0.0,0.0,2.3
2020-10-03 13:00:00,903.927,930.9340000000004,426.14583333333337,24.3,25.2,23.2,18.3,21.2,15.7,726.6,772.0,1.5,4.7,284.9,0.0,-1.3,2.5
2020-10-03 14:00:00,969.5909999999996,942.3400000000004,443.574074074074,24.8,25.2,24.5,16.4,17.8,15.1,592.4,668.7,1.2,4.4,337.1,0.0,-2.3,2.6
2020-10-03 15:00:00,751.6120000000002,696.4750000000003,404.223076923077,24.6,25.4,23.9,16.6,18.9,15.0,409.6,507.4,1.2,3.4,358.9,0.0,-2.4,2.6
2020-10-03 16:00:00,737.8480000000002,844.8850000000003,329.16203703703707,23.4,24.3,22.3,19.7,21.9,17.3,185.2,305.3,0.9,3.3,330.6,0.0,-1.1,2.3
2020-10-03 17:00:00,1115.6730000000002,1359.1370000000004,267.42857142857144,21.0,22.7,18.9,24.1,29.0,20.6,25.1,96.8,0.3,1.4,309.0,0.0,-0.4,1.9
2020-10-03 18:00:00,1126.4719999999995,1179.592,279.92571428571426,17.9,18.9,17.2,30.8,32.9,29.1,0.0,0.0,0.9,2.1,187.0,0.0,0.4,1.4
2020-10-03 19:00:00,952.3299999999996,1467.1299999999994,378.5226860254084,16.2,17.2,15.1,35.8,40.4,32.6,0.0,0.0,0.6,1.7,191.3,0.0,1.1,1.2
2020-10-03 20:00:00,1051.5890000000004,1154.7400000000005,449.7272727272728,14.8,15.2,14.3,42.6,45.1,40.4,0.0,0.0,0.3,1.1,199.9,0.0,2.3,1.0
2020-10-03 21:00:00,585.2100000000003,859.7120000000003,509.66835016835023,13.9,14.5,13.4,46.8,48.5,45.0,0.0,0.0,0.4,1.2,182.7,0.0,2.8,0.8
2020-10-03 22:00:00,494.86900000000014,518.5230000000001,561.0525210084033,13.8,14.2,13.5,47.0,48.0,45.3,0.0,0.0,0.5,1.3,194.2,0.0,2.7,0.8
2020-10-03 23:00:00,246.864,169.14699999999996,581.0714285714286,13.1,14.2,12.2,48.2,51.1,44.6,0.0,0.0,0.2,1.3,182.4,0.0,2.4,0.8
2020-10-04 00:00:00,215.762,248.415,586.3857142857144,12.0,12.5,11.4,51.4,53.6,50.0,0.0,0.0,0.3,1.1,191.5,0.0,2.3,0.7
2020-10-04 01:00:00,147.214,148.63,587.3666666666667,11.7,12.3,10.9,53.1,55.8,50.9,0.0,0.0,0.6,1.5,184.8,0.0,2.4,0.6
2020-10-04 02:00:00,86.221,78.223,588.0294117647059,10.4,11.4,9.6,58.8,62.1,54.3,0.0,0.0,0.2,1.3,187.5,0.0,2.6,0.5
2020-10-04 03:00:00,88.228,19.277,588.0,9.3,10.5,8.7,63.1,65.9,58.1,0.0,0.0,0.1,0.6,79.3,0.0,2.6,0.4
2020-10-04 04:00:00,83.75,82.359,588.9166666666667,9.1,10.3,7.9,63.8,69.3,57.4,0.0,0.0,0.2,1.3,274.7,0.0,2.5,0.4
2020-10-04 05:00:00,114.285,111.924,588.8666666666667,8.8,9.8,8.0,65.1,69.1,59.9,0.0,2.2,0.3,1.1,139.7,0.0,2.6,0.4
2020-10-04 06:00:00,86.634,203.302,588.2777777777778,9.1,11.0,8.2,63.1,66.2,57.8,39.6,137.8,0.2,0.9,174.0,0.0,2.5,0.4
2020-10-04 07:00:00,251.849,157.97,588.5496894409937,13.5,15.1,11.0,50.7,57.8,43.0,244.4,348.7,0.3,1.2,356.5,0.0,3.5,0.8
2020-10-04 08:00:00,336.0320000000001,179.89300000000003,585.8099415204679,16.6,18.0,14.8,38.9,44.9,34.3,448.3,557.3,0.3,1.3,10.6,0.0,2.5,1.2
2020-10-04 09:00:00,361.2289999999999,254.68600000000004,569.238596491228,19.5,20.8,17.7,31.5,35.4,28.3,557.6,735.7,0.5,2.1,308.8,0.0,2.1,1.6
2020-10-04 10:00:00,580.7719999999999,483.90200000000016,546.2052631578947,21.4,23.3,19.9,28.3,31.2,24.4,720.1,804.0,0.7,2.4,226.6,0.0,2.3,1.8
2020-10-04 11:00:00,821.7839999999997,702.2909999999998,540.6616541353384,23.3,24.5,22.0,23.5,26.4,21.6,719.6,869.0,0.9,2.7,250.4,0.0,1.3,2.2
2020-10-04 12:00:00,804.6669999999999,809.2650000000003,536.603076923077,25.8,27.5,23.7,20.6,23.6,18.0,760.7,888.0,0.7,2.7,283.7,0.0,1.6,2.6
2020-10-04 13:00:00,945.31,847.1229999999997,529.9652777777778,26.5,27.2,25.9,19.1,20.4,18.2,712.9,759.0,1.2,3.6,248.1,0.0,1.1,2.8
2020-10-04 14:00:00,720.2619999999997,671.0500000000002,538.530303030303,26.9,27.9,26.0,19.0,20.2,17.7,555.4,780.3,1.0,3.4,249.6,0.0,1.3,2.9
2020-10-04 15:00:00,964.033,802.2349999999999,540.1333333333333,26.6,28.2,25.5,22.7,26.9,17.1,406.0,505.1,1.5,3.9,196.5,0.0,3.6,2.7
2020-10-04 16:00:00,1133.235,1124.8399999999997,539.578947368421,25.1,25.6,24.7,27.3,28.1,26.5,220.1,301.0,1.5,4.9,197.5,0.0,5.0,2.3
2020-10-04 17:00:00,1784.6999999999994,1660.333,535.891304347826,24.2,25.6,22.8,28.8,31.6,26.1,33.9,137.6,0.7,2.4,248.1,0.0,4.9,2.2
2020-10-04 18:00:00,2090.712,1949.9860000000008,543.4761904761905,21.4,23.0,20.2,35.5,38.5,31.5,0.0,0.0,0.2,1.0,182.2,0.0,5.5,1.7
2020-10-04 19:00:00,1747.5630000000006,1805.4759999999997,558.0,19.9,20.5,19.2,39.0,41.0,36.5,0.0,0.0,0.4,1.4,186.2,0.0,5.5,1.4
2020-10-04 20:00:00,1324.8449999999998,1214.7859999999996,568.625,20.3,20.9,18.9,36.9,41.5,34.6,0.0,0.0,0.4,1.7,220.3,0.0,5.0,1.5
2020-10-04 21:00:00,597.5439999999999,513.9300000000002,572.8,18.6,19.1,18.2,42.1,43.5,41.2,0.0,0.0,0.5,1.4,186.3,0.0,5.5,1.2
2020-10-04 22:00:00,225.257,282.5240000000001,577.5,18.4,18.7,18.1,45.5,48.5,43.3,0.0,0.0,0.4,1.3,192.0,0.0,6.5,1.2
2020-10-04 23:00:00,148.343,112.338,578.4200000000001,18.0,18.4,17.6,49.9,51.3,48.2,0.0,0.0,0.5,1.5,186.2,0.0,7.4,1.0
2020-10-05 00:00:00,173.99299999999997,131.007,579.8333333333333,17.6,18.4,17.0,52.4,54.3,49.8,0.0,0.0,0.5,1.4,188.5,0.0,7.8,1.0
2020-10-05 01:00:00,109.548,73.847,578.9166666666667,16.5,17.4,16.0,56.5,58.0,53.3,0.0,0.0,0.4,1.3,178.5,0.0,7.8,0.8
2020-10-05 02:00:00,90.189,114.179,578.9166666666666,16.1,16.3,15.8,57.7,58.6,56.9,0.0,0.0,0.3,1.2,183.1,0.0,7.8,0.8
2020-10-05 03:00:00,166.12500000000003,138.45600000000002,578.7261904761905,14.9,15.9,14.2,62.0,64.8,58.5,0.0,0.0,0.3,1.1,187.5,0.0,7.7,0.6
2020-10-05 04:00:00,195.857,180.01800000000003,579.6133333333332,14.0,14.4,13.6,65.1,66.7,63.3,0.0,0.0,0.4,1.4,190.0,0.0,7.6,0.6
2020-10-05 05:00:00,298.288,358.47700000000015,563.6470588235294,13.9,14.8,13.4,64.9,67.3,60.0,0.0,2.2,0.3,1.0,191.1,0.0,7.4,0.6
2020-10-05 06:00:00,682.3869999999996,1021.6450000000004,483.9555335968379,13.6,15.1,13.0,66.8,69.8,60.2,35.8,127.0,0.2,0.9,255.2,0.0,7.6,0.5
2020-10-05 07:00:00,1215.6979999999996,1886.9159999999997,358.44642857142856,17.9,20.0,15.1,50.5,61.8,42.1,231.1,335.6,0.3,1.9,211.9,0.0,7.4,1.0
2020-10-05 08:00:00,1110.1439999999989,1591.1579999999994,248.24285714285716,21.0,22.1,19.6,36.9,42.8,31.5,432.1,524.9,0.9,3.7,298.0,0.0,5.7,1.6
2020-10-05 09:00:00,1006.77,1250.1759999999992,192.89142857142852,22.5,23.6,21.7,30.8,33.0,28.5,601.7,662.3,1.5,3.8,341.2,0.0,4.4,1.9
2020-10-05 10:00:00,858.76,1031.361,187.05026455026456,24.0,25.0,23.0,27.2,30.0,24.4,711.8,754.8,1.2,3.8,346.6,0.0,4.0,2.2
2020-10-05 11:00:00,830.2139999999998,918.9700000000004,274.3198757763975,25.1,25.9,24.5,24.3,25.7,22.7,768.0,813.0,1.5,4.1,358.3,0.0,3.2,2.4
2020-10-05 12:00:00,781.1200000000001,861.1000000000003,371.8076923076923,25.4,26.2,24.8,23.8,25.1,22.6,727.2,797.7,1.1,3.7,317.8,0.0,3.3,2.5
2020-10-05 13:00:00,1192.0879999999995,1002.2630000000004,414.5673913043478,25.7,26.6,24.6,23.2,25.4,21.4,632.9,733.2,1.3,4.3,320.7,0.0,3.1,2.5
2020-10-05 14:00:00,1410.125999999999,1412.402999999999,363.213691026827,25.9,26.5,25.4,22.1,23.9,20.0,467.6,591.3,1.2,3.6,353.2,0.0,2.7,2.6
2020-10-05 15:00:00,1393.0579999999993,1359.4229999999998,272.4761904761905,26.5,27.5,25.7,20.1,21.2,18.8,382.7,535.4,1.1,3.7,347.1,0.0,1.7,2.8
2020-10-05 16:00:00,1161.1369999999993,1228.7559999999992,224.64301552106429,25.2,26.3,24.0,21.5,22.9,19.9,156.7,307.4,1.1,3.3,350.7,0.0,1.7,2.5
2020-10-05 17:00:00,1158.379,1201.4479999999992,287.9916666666667,22.8,24.1,21.7,24.2,25.9,22.3,15.8,58.1,0.4,3.0,21.2,0.0,1.3,2.1
2020-10-05 18:00:00,1242.4860000000006,1158.2059999999994,427.4154154154154,19.7,22.0,18.4,29.4,31.8,24.9,0.0,0.0,0.5,1.2,191.1,0.0,1.3,1.6
2020-10-05 19:00:00,1122.3579999999993,1035.0070000000007,524.4690909090909,18.2,19.2,17.0,33.3,39.0,29.8,0.0,0.0,0.5,1.4,176.0,0.0,1.7,1.4
2020-10-05 20:00:00,764.6920000000001,737.0180000000003,561.262443438914,17.3,18.1,16.2,39.2,42.6,36.9,0.0,0.0,0.6,1.5,179.0,0.0,3.3,1.2
2020-10-05 21:00:00,560.2019999999999,325.1370000000001,570.4375,15.9,16.5,15.1,44.6,48.4,42.6,0.0,0.0,0.4,1.4,196.4,0.0,3.9,1.0
2020-10-05 22:00:00,196.6,195.09700000000004,573.3162393162393,15.1,15.7,14.3,50.0,52.9,48.0,0.0,0.0,0.2,0.9,185.2,0.0,4.8,0.9
2020-10-05 23:00:00,43.444,87.912,573.8333333333333,14.0,14.4,13.5,54.5,56.1,52.9,0.0,0.0,0.2,0.9,181.2,0.0,5.0,0.7
2020-10-06 00:00:00,82.649,107.175,574.0,13.4,13.9,12.9,57.1,59.0,55.5,0.0,0.0,0.4,1.1,179.4,0.0,5.1,0.7
2020-10-06 01:00:00,122.826,86.72099999999998,574.9411764705883,13.1,13.4,12.8,55.8,57.6,54.0,0.0,0.0,0.5,1.2,185.7,0.0,4.5,0.7
2020-10-06 02:00:00,79.267,57.78,575.1684210526316,14.0,15.0,12.8,58.1,62.3,54.4,0.0,0.0,0.6,1.9,188.4,0.0,5.9,0.7
2020-10-06 03:00:00,131.191,79.67799999999998,576.0714285714286,13.2,14.4,12.7,59.8,63.8,54.8,0.0,0.0,0.7,2.0,195.3,0.0,5.6,0.6
2020-10-06 04:00:00,226.343,230.838,574.4791666666667,12.0,12.8,11.6,60.3,62.2,57.2,0.0,0.0,0.2,0.9,187.7,0.0,4.6,0.6
2020-10-06 05:00:00,307.13199999999995,433.9529999999999,559.3055555555555,11.7,12.0,11.1,61.8,64.6,59.2,0.0,0.0,0.3,1.1,192.6,0.0,4.6,0.5
2020-10-06 06:00:00,678.3149999999998,813.7140000000003,484.07342657342656,11.7,13.0,11.1,61.7,63.9,59.5,34.3,124.9,0.1,0.5,188.2,0.0,4.6,0.5
2020-10-06 07:00:00,1289.331000000001,1811.016,352.8628026412326,15.9,17.9,12.9,50.1,60.0,43.1,227.4,331.4,0.2,1.4,283.6,0.0,5.5,0.9
2020-10-06 08:00:00,1178.178,1864.649000000001,220.40734265734267,18.6,20.0,17.8,40.8,43.9,36.2,426.0,514.1,0.6,1.6,272.6,0.0,5.0,1.3
2020-10-06 09:00:00,1052.2800000000002,1111.2349999999997,155.88636363636363,22.1,23.4,19.9,31.2,37.4,27.9,591.6,658.1,0.7,1.9,305.8,0.0,4.3,1.8
2020-10-06 10:00:00,857.383,938.3269999999994,184.46594594594595,24.4,25.8,23.0,26.7,29.0,24.1,705.4,739.8,0.7,2.1,279.3,0.0,4.1,2.2
2020-10-06 11:00:00,869.4799999999997,722.4659999999997,285.3104395604396,27.1,28.5,25.5,21.4,25.3,18.5,755.5,763.3,0.9,4.0,292.2,0.0,3.1,2.8
2020-10-06 12:00:00,888.9699999999997,977.433,362.75,28.7,29.6,27.7,19.1,20.9,17.5,744.6,759.0,0.9,4.2,321.0,0.0,2.8,3.2
2020-10-06 13:00:00,1149.726,965.7779999999996,390.8014354066986,29.2,30.1,28.3,18.8,20.6,17.4,678.3,726.5,1.2,3.2,296.0,0.0,3.1,3.3
2020-10-06 14:00:00,1487.7540000000013,1426.9289999999994,363.56608695652176,29.9,30.6,29.0,18.2,19.2,17.1,549.7,621.2,0.8,2.6,284.3,0.0,3.2,3.5
2020-10-06 15:00:00,1193.0960000000005,1220.6310000000003,272.1684210526316,30.4,31.3,29.5,17.5,18.5,16.4,376.0,470.7,0.5,1.8,282.4,0.0,3.0,3.6
2020-10-06 16:00:00,1031.2760000000003,1113.1939999999995,203.5851851851852,28.3,30.8,25.9,20.9,24.8,17.1,149.2,272.9,1.2,3.6,189.2,0.0,3.7,3.1
2020-10-06 17:00:00,1084.3100000000004,1151.99,239.4145601617796,25.0,26.1,24.2,27.1,28.8,24.7,21.6,77.4,1.3,3.4,191.8,0.0,4.8,2.3
2020-10-06 18:00:00,1347.6930000000011,1114.1870000000004,394.4857142857143,23.8,24.3,23.6,28.9,29.2,28.2,0.0,0.0,1.4,4.4,187.1,0.0,4.7,2.1
2020-10-06 19:00:00,897.3709999999999,1078.8139999999996,502.3798076923077,21.9,23.9,20.0,33.9,39.0,28.2,0.0,0.0,0.2,1.1,153.0,0.0,5.2,1.7
2020-10-06 20:00:00,616.3489999999998,796.7109999999997,546.4294117647058,19.4,20.0,18.5,39.7,42.0,37.9,0.0,0.0,0.3,1.0,178.3,0.0,5.4,1.4
2020-10-06 21:00:00,459.2559999999999,392.551,563.0714285714286,18.1,18.7,17.7,43.7,45.1,41.6,0.0,0.0,0.4,0.9,186.1,0.0,5.5,1.2
2020-10-06 22:00:00,234.90600000000003,282.01299999999986,568.3636363636364,17.1,17.8,16.7,47.6,49.1,45.1,0.0,0.0,0.3,1.1,176.9,0.0,5.9,1.0
2020-10-06 23:00:00,117.27199999999998,57.64700000000001,572.0,16.6,16.9,16.2,49.9,51.5,48.7,0.0,0.0,0.5,1.1,188.5,0.0,6.1,0.9
2020-10-07 00:00:00,100.523,114.39,572.1363636363636,16.0,16.5,15.5,53.3,55.2,51.4,0.0,0.0,0.4,1.2,186.4,0.0,6.5,0.9
2020-10-07 01:00:00,107.262,51.85300000000001,572.25,16.8,17.8,15.6,52.1,55.3,49.3,0.0,0.0,0.5,1.8,197.3,0.0,6.9,0.9
2020-10-07 02:00:00,72.05199999999999,51.078,572.1545454545454,15.7,16.2,15.2,56.9,58.9,55.1,0.0,0.0,0.5,1.4,193.5,0.0,7.2,0.8
2020-10-07 03:00:00,95.799,115.688,572.0535714285714,14.9,15.7,14.4,61.6,64.4,58.1,0.0,0.0,0.1,0.9,187.4,0.0,7.6,0.7
2020-10-07 04:00:00,155.17099999999996,217.386,570.0,14.4,15.0,14.0,64.8,66.4,62.6,0.0,0.0,0.2,0.9,185.5,0.0,7.9,0.6
2020-10-07 05:00:00,396.7559999999999,309.1869999999999,556.9583333333334,15.0,15.5,14.6,63.0,64.8,60.5,0.0,0.0,0.1,1.0,204.9,0.0,8.0,0.6
2020-10-07 06:00:00,741.5040000000004,839.2990000000002,477.3358070500928,14.7,16.6,13.8,65.7,68.4,60.3,23.0,51.7,0.2,1.0,201.5,0.0,8.3,0.6
2020-10-07 07:00:00,1398.8670000000002,1707.019999999999,344.6005291005291,18.5,22.4,15.5,54.7,63.2,42.0,136.7,247.5,0.2,1.3,250.5,0.0,9.0,1.0
2020-10-07 08:00:00,1502.5629999999994,1704.7779999999998,187.9948717948718,24.8,26.0,22.3,34.5,42.9,31.3,427.1,524.7,0.6,2.5,275.1,0.0,8.0,2.1
2020-10-07 09:00:00,998.967,1589.654999999999,128.19444444444443,27.1,28.4,26.0,30.2,32.2,28.3,593.4,655.8,0.6,2.1,318.5,0.0,8.2,2.5
2020-10-07 10:00:00,719.5119999999997,1051.7379999999996,136.00974025974023,28.9,30.0,27.4,28.3,30.4,26.6,699.3,743.9,0.8,2.4,285.6,0.0,8.7,2.9
2020-10-07 11:00:00,715.2060000000001,956.5499999999996,229.15892053973013,30.9,32.0,29.4,25.5,27.9,23.2,738.5,769.5,0.8,2.9,290.3,0.0,8.9,3.3
2020-10-07 12:00:00,1086.3969999999997,1022.3499999999996,327.6803760282021,32.7,33.4,31.7,20.0,24.7,16.2,748.7,765.2,0.9,3.8,339.2,0.0,6.7,4.0
2020-10-07 13:00:00,962.303,1084.127,368.2340909090909,33.3,34.3,32.2,14.9,17.4,12.9,683.6,728.5,0.8,3.4,303.0,0.0,3.1,4.4
2020-10-07 14:00:00,1385.1929999999998,1389.0359999999994,319.7527993109388,33.1,33.9,32.4,13.1,14.1,11.4,554.8,629.6,0.8,2.2,256.9,0.0,1.1,4.4
2020-10-07 15:00:00,1068.659,1277.7749999999992,250.375,32.6,33.3,31.1,16.8,24.8,12.9,370.3,468.4,0.9,3.8,128.5,0.0,3.8,4.1
2020-10-07 16:00:00,1100.407,1240.2269999999996,228.17795753286143,29.5,31.2,28.1,27.2,29.3,24.6,144.0,266.4,1.6,4.8,155.5,0.0,8.6,3.0
2020-10-07 17:00:00,1054.3339999999998,1262.7599999999998,254.04444444444445,27.2,28.2,26.1,30.8,33.0,29.1,17.0,66.6,1.3,4.2,112.5,0.0,8.5,2.5
2020-10-07 18:00:00,1279.7569999999996,1314.0639999999996,395.7285714285714,24.6,26.2,23.4,37.0,40.4,33.0,0.0,0.0,0.9,2.9,75.9,0.0,8.9,2.0
2020-10-07 19:00:00,1011.31,1006.328,496.5757575757576,22.2,23.6,20.6,43.8,48.0,40.3,0.0,0.0,0.6,2.5,119.6,0.0,9.3,1.5
2020-10-07 20:00:00,732.0019999999997,922.0739999999996,538.2857142857142,19.8,20.7,19.1,50.1,51.7,47.8,0.0,0.0,0.3,1.0,185.8,0.0,9.1,1.2
2020-10-07 21:00:00,461.4029999999999,497.414,558.9166666666667,18.8,19.3,18.3,52.4,53.7,51.2,0.0,0.0,0.3,0.8,190.5,0.0,8.9,1.0
2020-10-07 22:00:00,365.464,281.446,569.8333333333333,18.0,18.5,17.7,54.8,55.5,53.4,0.0,0.0,0.4,0.9,192.3,0.0,8.8,0.9
2020-10-07 23:00:00,163.892,143.125,572.1315789473684,17.5,18.0,16.9,56.6,58.8,54.9,0.0,0.0,0.3,1.1,194.8,0.0,8.8,0.9
2020-10-08 00:00:00,135.451,74.08800000000002,571.9954545454545,16.7,17.4,16.0,60.1,62.3,57.6,0.0,0.0,0.2,0.7,194.4,0.0,8.9,0.8
2020-10-08 01:00:00,100.61699999999998,107.56600000000002,571.9904761904761,15.8,16.3,15.4,63.5,65.2,61.5,0.0,0.0,0.3,0.9,191.6,0.0,8.9,0.7
2020-10-08 02:00:00,102.941,71.333,572.0333333333333,15.6,15.9,15.3,64.5,66.4,63.2,0.0,0.0,0.3,0.9,190.2,0.0,9.0,0.6
2020-10-08 03:00:00,145.16600000000005,111.709,571.9022556390978,15.2,15.8,14.7,67.1,68.8,65.2,0.0,0.0,0.3,1.0,189.4,0.0,9.1,0.6
2020-10-08 04:00:00,157.32899999999995,157.33800000000005,569.4047619047619,15.2,15.6,14.8,67.5,69.2,66.3,0.0,0.0,0.5,1.4,192.9,0.0,9.2,0.6
2020-10-08 05:00:00,333.0080000000001,414.766,550.0893970893972,15.2,15.7,14.6,68.2,70.5,66.5,0.0,0.0,0.4,1.1,192.7,0.0,9.4,0.6
2020-10-08 06:00:00,735.5079999999997,938.9969999999996,450.596618357488,15.6,16.1,15.2,67.4,68.1,66.5,28.6,139.9,0.2,0.8,192.3,0.0,9.6,0.6
2020-10-08 07:00:00,1553.5929999999994,1804.3140000000003,281.06233062330625,18.4,20.0,16.1,58.6,68.3,52.2,163.4,370.1,0.3,1.3,308.2,0.0,10.1,0.9
2020-10-08 08:00:00,1189.1819999999998,1588.8569999999993,129.19829787234042,21.4,22.9,20.0,48.9,53.4,44.8,370.9,604.4,0.4,1.4,314.1,0.0,10.2,1.3
2020-10-08 09:00:00,1161.3769999999995,1272.283,112.81846153846152,24.2,25.3,22.5,46.1,50.9,42.7,556.2,664.5,0.6,1.7,339.9,0.0,11.9,1.6
2020-10-08 10:00:00,761.9229999999995,948.3100000000004,147.036750483559,25.6,27.1,24.3,48.7,52.3,44.9,658.7,856.0,0.9,2.6,53.0,0.0,14.0,1.7
2020-10-08 11:00:00,692.7779999999997,906.092,259.095,26.9,28.0,25.4,47.4,51.9,43.4,503.4,914.0,1.2,3.4,33.3,0.0,14.7,1.9
2020-10-08 12:00:00,1043.802,936.227,347.59343434343435,26.7,27.9,25.9,47.3,49.9,43.8,336.3,935.0,1.3,3.6,41.2,0.0,14.5,1.8
2020-10-08 13:00:00,1314.5290000000002,1151.687,376.3598484848485,27.0,27.9,26.4,45.7,47.5,41.6,338.0,864.0,1.5,4.0,52.5,0.0,14.3,1.9
2020-10-08 14:00:00,1496.5670000000002,1488.195,306.0851851851852,26.9,27.9,26.1,46.1,48.8,43.3,322.4,670.8,1.4,4.6,66.0,0.0,14.3,1.9
2020-10-08 15:00:00,1105.7409999999998,1154.5980000000004,206.7111292962357,26.8,27.5,26.0,46.1,49.2,43.3,346.6,449.3,1.9,4.5,56.5,0.0,14.3,1.9
2020-10-08 16:00:00,1234.7320000000004,1095.3739999999998,164.0,25.5,26.3,24.2,49.1,52.8,47.1,131.8,262.3,1.2,4.2,109.5,0.0,14.0,1.7
2020-10-08 17:00:00,1138.3599999999994,1054.8339999999996,228.84786324786324,23.3,24.2,22.6,57.6,61.9,52.7,6.6,17.2,0.9,4.1,115.7,0.0,14.5,1.2
2020-10-08 18:00:00,1178.5159999999996,1412.5090000000002,371.1281512605042,22.1,22.7,21.3,65.6,69.3,61.6,0.0,0.0,1.0,3.7,88.3,0.0,15.4,0.9
2020-10-08 19:00:00,1156.8619999999996,1024.0470000000005,468.36,21.0,21.5,20.5,71.6,73.4,68.9,0.0,0.0,0.6,3.2,45.4,0.0,15.6,0.7
2020-10-08 20:00:00,810.1310000000002,728.6449999999999,524.5169172932331,20.0,21.1,18.8,76.3,81.1,72.6,0.0,0.0,0.1,0.9,54.8,0.0,15.7,0.6
2020-10-08 21:00:00,475.52900000000017,472.3670000000001,547.275,18.5,18.9,18.2,81.3,82.2,80.5,0.0,0.0,0.3,1.0,177.6,0.0,15.3,0.4
2020-10-08 22:00:00,274.736,295.17200000000014,559.2941176470588,18.1,18.6,17.9,81.9,82.8,81.0,0.0,0.0,0.4,1.0,191.6,0.0,15.0,0.4
2020-10-08 23:00:00,146.64600000000004,98.579,563.7055555555555,17.8,18.3,17.5,82.8,83.4,82.1,0.0,0.0,0.2,0.9,196.7,0.0,14.9,0.4
2020-10-09 00:00:00,102.964,113.067,563.4013157894738,18.1,18.4,17.8,81.8,82.4,81.0,0.0,0.0,0.2,1.0,170.1,0.0,15.0,0.4
2020-10-09 01:00:00,66.78399999999999,83.40599999999998,563.375,18.0,18.5,17.7,82.3,83.2,81.6,0.0,0.0,0.1,1.0,195.1,0.0,15.0,0.4
2020-10-09 02:00:00,132.65099999999998,93.76800000000004,564.4375,18.1,18.6,17.7,81.9,83.1,80.8,0.0,0.0,0.1,0.6,197.8,0.0,14.9,0.4
2020-10-09 03:00:00,84.94699999999997,94.95600000000002,563.5,17.7,18.0,17.5,83.2,83.8,82.4,0.0,0.0,0.0,0.6,94.7,0.0,14.9,0.3
2020-10-09 04:00:00,208.73,175.62300000000005,563.590909090909,17.6,17.9,17.3,82.3,83.2,80.8,0.0,0.0,0.1,1.0,7.0,0.0,14.5,0.4
2020-10-09 05:00:00,234.64900000000003,320.105,547.1487068965517,17.1,17.6,16.7,82.3,83.0,81.4,0.0,2.2,0.0,0.3,72.9,0.0,14.1,0.3
2020-10-09 06:00:00,728.065,696.3169999999997,479.1842105263158,17.1,17.8,16.7,82.4,83.5,81.3,30.4,127.0,0.0,0.3,308.7,0.0,14.1,0.3
2020-10-09 07:00:00,1312.416000000001,1699.3350000000007,344.7261273209549,18.7,20.1,17.7,77.0,81.5,71.2,158.1,335.6,0.2,0.9,6.7,0.0,14.6,0.5
2020-10-09 08:00:00,1155.552,1892.3570000000009,194.4721767594108,21.3,22.0,20.0,64.9,71.7,61.8,364.4,458.2,0.3,1.2,311.2,0.0,14.5,0.9
2020-10-09 09:00:00,986.9649999999996,1435.1050000000007,113.2827380952381,22.8,24.1,21.6,60.1,64.0,56.1,499.8,647.2,0.6,2.0,59.2,0.0,14.6,1.1
2020-10-09 10:00:00,1030.098,1255.252,127.85789473684213,25.2,26.7,23.5,52.4,58.1,47.0,663.4,722.4,0.8,2.4,33.4,0.0,14.8,1.5
2020-10-09 11:00:00,1005.5929999999996,1242.317,199.0142977291842,27.4,28.6,26.2,45.0,49.1,39.9,734.7,763.2,0.9,2.7,31.6,0.0,14.4,2.0
2020-10-09 12:00:00,1217.809,1093.2549999999994,303.52079002079006,28.7,29.4,27.6,39.3,42.7,35.9,678.4,799.5,0.9,3.1,270.9,0.0,13.5,2.4
2020-10-09 13:00:00,1449.179,1327.4790000000005,343.4102564102564,28.4,29.2,28.0,38.7,40.4,36.3,559.6,747.9,1.0,2.9,195.8,0.0,13.0,2.4
2020-10-09 14:00:00,1610.4880000000005,1564.381,327.5576923076923,27.7,28.5,26.8,41.7,43.2,39.8,415.9,689.9,1.3,3.6,164.7,0.0,13.5,2.2
2020-10-09 15:00:00,1255.5090000000005,1080.098,264.43024390243903,27.0,27.8,25.9,45.4,50.4,41.6,286.0,472.8,1.4,3.7,170.0,0.0,14.2,1.9
2020-10-09 16:00:00,1154.848,1029.4509999999998,217.14823529411763,24.9,26.0,24.0,54.1,57.4,50.2,104.5,240.8,1.4,4.1,161.8,0.0,15.0,1.4
