_id;recvTimeTs;recvTime;entityId;attrValue;attrMd
92442;1596015573;2020-07-29T09:39:33;Aparcamiento:105;143;
92443;1596015753;2020-07-29T09:42:33;Aparcamiento:105;142;
92444;1596015874;2020-07-29T09:44:34;Aparcamiento:105;143;
92445;1596016113;2020-07-29T09:48:33;Aparcamiento:105;142;
92446;1596016234;2020-07-29T09:50:34;Aparcamiento:105;143;
92447;1596016294;2020-07-29T09:51:34;Aparcamiento:105;144;
92448;1596016413;2020-07-29T09:53:33;Aparcamiento:105;143;
92449;1596016474;2020-07-29T09:54:34;Aparcamiento:105;147;
92450;1596016593;2020-07-29T09:56:33;Aparcamiento:105;148;
92451;1596016653;2020-07-29T09:57:33;Aparcamiento:105;146;
92452;1596016834;2020-07-29T10:00:34;Aparcamiento:105;147;
92453;1596016954;2020-07-29T10:02:34;Aparcamiento:105;148;
92454;1596017013;2020-07-29T10:03:33;Aparcamiento:105;146;
92455;1596017133;2020-07-29T10:05:33;Aparcamiento:105;144;
92456;1596017373;2020-07-29T10:09:33;Aparcamiento:105;145;
92457;1596017494;2020-07-29T10:11:34;Aparcamiento:105;146;
92458;1596017554;2020-07-29T10:12:34;Aparcamiento:105;147;
92459;1596017734;2020-07-29T10:15:34;Aparcamiento:105;148;
92460;1596017853;2020-07-29T10:17:33;Aparcamiento:105;149;
92461;1596017913;2020-07-29T10:18:33;Aparcamiento:105;152;
92462;1596018033;2020-07-29T10:20:33;Aparcamiento:105;153;
92463;1596018093;2020-07-29T10:21:33;Aparcamiento:105;152;
92464;1596018273;2020-07-29T10:24:33;Aparcamiento:105;151;
92465;1596018754;2020-07-29T10:32:34;Aparcamiento:105;149;
92466;1596018814;2020-07-29T10:33:34;Aparcamiento:105;148;
92467;1596018993;2020-07-29T10:36:33;Aparcamiento:105;150;
92468;1596019114;2020-07-29T10:38:34;Aparcamiento:105;149;
92469;1596019174;2020-07-29T10:39:34;Aparcamiento:105;150;
92470;1596019293;2020-07-29T10:41:33;Aparcamiento:105;152;
92471;1596019353;2020-07-29T10:42:33;Aparcamiento:105;154;
92472;1596019653;2020-07-29T10:47:33;Aparcamiento:105;155;
92473;1596019713;2020-07-29T10:48:33;Aparcamiento:105;156;
92474;1596019833;2020-07-29T10:50:33;Aparcamiento:105;155;
92475;1596020074;2020-07-29T10:54:34;Aparcamiento:105;157;
92476;1596020254;2020-07-29T10:57:34;Aparcamiento:105;160;
92477;1596020373;2020-07-29T10:59:33;Aparcamiento:105;162;
92478;1596020434;2020-07-29T11:00:34;Aparcamiento:105;164;
92479;1596020553;2020-07-29T11:02:33;Aparcamiento:105;163;
92480;1596020734;2020-07-29T11:05:34;Aparcamiento:105;164;
92481;1596020913;2020-07-29T11:08:33;Aparcamiento:105;163;
92482;1596020973;2020-07-29T11:09:33;Aparcamiento:105;161;
92483;1596021094;2020-07-29T11:11:34;Aparcamiento:105;159;
92484;1596021154;2020-07-29T11:12:34;Aparcamiento:105;162;
92485;1596021453;2020-07-29T11:17:33;Aparcamiento:105;161;
92486;1596021514;2020-07-29T11:18:34;Aparcamiento:105;162;
92487;1596021813;2020-07-29T11:23:33;Aparcamiento:105;161;
92488;1596021874;2020-07-29T11:24:34;Aparcamiento:105;162;
92489;1596021993;2020-07-29T11:26:33;Aparcamiento:105;163;
92490;1596022173;2020-07-29T11:29:33;Aparcamiento:105;164;
92491;1596022234;2020-07-29T11:30:34;Aparcamiento:105;167;
92492;1596022353;2020-07-29T11:32:33;Aparcamiento:105;166;
92493;1596022413;2020-07-29T11:33:33;Aparcamiento:105;167;
92494;1596022593;2020-07-29T11:36:33;Aparcamiento:105;170;
92495;1596022714;2020-07-29T11:38:34;Aparcamiento:105;174;
92496;1596022774;2020-07-29T11:39:34;Aparcamiento:105;175;
92497;1596022893;2020-07-29T11:41:33;Aparcamiento:105;174;
92498;1596023073;2020-07-29T11:44:33;Aparcamiento:105;175;
92499;1596023254;2020-07-29T11:47:34;Aparcamiento:105;176;
92500;1596023313;2020-07-29T11:48:33;Aparcamiento:105;177;
92501;1596023434;2020-07-29T11:50:34;Aparcamiento:105;178;
92502;1596023493;2020-07-29T11:51:33;Aparcamiento:105;179;
92503;1596023673;2020-07-29T11:54:33;Aparcamiento:105;181;
92504;1596023794;2020-07-29T11:56:34;Aparcamiento:105;182;
92505;1596024213;2020-07-29T12:03:33;Aparcamiento:105;183;
92506;1596024394;2020-07-29T12:06:34;Aparcamiento:105;184;
92507;1596024574;2020-07-29T12:09:34;Aparcamiento:105;185;
92508;1596024693;2020-07-29T12:11:33;Aparcamiento:105;186;
92509;1596024753;2020-07-29T12:12:33;Aparcamiento:105;188;
92510;1596024934;2020-07-29T12:15:34;Aparcamiento:105;190;
92511;1596025114;2020-07-29T12:18:34;Aparcamiento:105;191;
92512;1596025234;2020-07-29T12:20:34;Aparcamiento:105;192;
92513;1596025473;2020-07-29T12:24:33;Aparcamiento:105;193;
92514;1596025774;2020-07-29T12:29:34;Aparcamiento:105;194;
92515;1596026013;2020-07-29T12:33:33;Aparcamiento:105;195;
92516;1596026193;2020-07-29T12:36:33;Aparcamiento:105;196;
92517;1596027033;2020-07-29T12:50:33;Aparcamiento:105;195;
92518;1596027093;2020-07-29T12:51:33;Aparcamiento:105;196;
92519;1596027393;2020-07-29T12:56:33;Aparcamiento:105;197;
92520;1596027633;2020-07-29T13:00:33;Aparcamiento:105;195;
92521;1596027814;2020-07-29T13:03:34;Aparcamiento:105;194;
92522;1596028534;2020-07-29T13:15:34;Aparcamiento:105;193;
92523;1596028714;2020-07-29T13:18:34;Aparcamiento:105;194;
92524;1596029193;2020-07-29T13:26:33;Aparcamiento:105;195;
92525;1596029253;2020-07-29T13:27:33;Aparcamiento:105;196;
92526;1596029373;2020-07-29T13:29:33;Aparcamiento:105;198;
92527;1596029433;2020-07-29T13:30:33;Aparcamiento:105;200;
92528;1596029973;2020-07-29T13:39:33;Aparcamiento:105;201;
92529;1596030094;2020-07-29T13:41:34;Aparcamiento:105;200;
92530;1596030273;2020-07-29T13:44:33;Aparcamiento:105;199;
92531;1596031413;2020-07-29T14:03:33;Aparcamiento:105;197;
92532;1596031533;2020-07-29T14:05:33;Aparcamiento:105;196;
92533;1596031594;2020-07-29T14:06:34;Aparcamiento:105;195;
92534;1596031713;2020-07-29T14:08:33;Aparcamiento:105;196;
