recvTime;free
2020-07-28 10:00:00;148.5
2020-07-28 11:00:00;163.58333333333334
2020-07-28 12:00:00;175.66666666666666
2020-07-28 13:00:00;164.72727272727272
2020-07-28 14:00:00;165.94444444444446
2020-07-28 15:00:00;166.66666666666666
2020-07-28 16:00:00;170.21428571428572
2020-07-28 17:00:00;170.53333333333333
2020-07-28 18:00:00;173.1818181818182
2020-07-28 19:00:00;178.5
2020-07-28 20:00:00;197.0
2020-07-28 21:00:00;211.5
2020-07-28 22:00:00;210.0
2020-07-28 23:00:00;211.5
2020-07-29 00:00:00;213.0
2020-07-29 01:00:00;214.5
2020-07-29 02:00:00;214.16666666666666
2020-07-29 03:00:00;213.83333333333334
2020-07-29 04:00:00;213.5
2020-07-29 05:00:00;208.14285714285714
2020-07-29 06:00:00;193.85714285714286
2020-07-29 07:00:00;166.2962962962963
2020-07-29 08:00:00;142.74074074074073
2020-07-29 09:00:00;143.48275862068965
2020-07-29 10:00:00;150.96153846153845
2020-07-29 11:00:00;168.5185185185185
2020-07-29 12:00:00;191.0
2020-07-29 13:00:00;196.8181818181818
2020-07-29 14:00:00;194.52941176470588
2020-07-29 15:00:00;186.61111111111111
2020-07-29 16:00:00;188.95
2020-07-29 17:00:00;198.7
2020-07-29 18:00:00;204.5
2020-07-29 19:00:00;208.83333333333334
2020-07-29 20:00:00;209.0
2020-07-29 21:00:00;214.0
2020-07-29 22:00:00;213.5
2020-07-29 23:00:00;213.0
2020-07-30 00:00:00;214.0
2020-07-30 01:00:00;213.0
2020-07-30 02:00:00;214.0
2020-07-30 03:00:00;213.25
2020-07-30 04:00:00;212.5
2020-07-30 05:00:00;207.91666666666666
2020-07-30 06:00:00;192.29166666666666
2020-07-30 07:00:00;158.09677419354838
2020-07-30 08:00:00;143.46428571428572
2020-07-30 09:00:00;142.59259259259258
2020-07-30 10:00:00;131.63333333333333
2020-07-30 11:00:00;155.06896551724137
2020-07-30 12:00:00;176.44444444444446
2020-07-30 13:00:00;181.875
2020-07-30 14:00:00;185.15384615384616
2020-07-30 15:00:00;184.94117647058823
2020-07-30 16:00:00;190.05263157894737
2020-07-30 17:00:00;196.14285714285714
2020-07-30 18:00:00;200.07692307692307
2020-07-30 19:00:00;202.71428571428572
2020-07-30 20:00:00;207.71428571428572
2020-07-30 21:00:00;208.0
2020-07-30 22:00:00;209.5
2020-07-30 23:00:00;209.41666666666666
2020-07-31 00:00:00;209.33333333333334
2020-07-31 01:00:00;209.25
2020-07-31 02:00:00;209.16666666666666
2020-07-31 03:00:00;209.08333333333334
2020-07-31 04:00:00;209.0
2020-07-31 05:00:00;206.0
2020-07-31 06:00:00;189.7
2020-07-31 07:00:00;169.58333333333334
2020-07-31 08:00:00;156.28
2020-07-31 09:00:00;145.34615384615384
2020-07-31 10:00:00;146.44827586206895
2020-07-31 11:00:00;162.61111111111111
2020-07-31 12:00:00;184.94736842105263
2020-07-31 13:00:00;192.33333333333334
2020-07-31 14:00:00;197.125
2020-07-31 15:00:00;197.8235294117647
2020-07-31 16:00:00;196.92857142857142
2020-07-31 17:00:00;200.33333333333334
2020-07-31 18:00:00;203.22222222222223
2020-07-31 19:00:00;209.0
2020-07-31 20:00:00;210.0
2020-07-31 21:00:00;212.0
2020-07-31 22:00:00;211.0
2020-07-31 23:00:00;211.0
