,n_viajes_old,n_viajes
2020-09-01 00:00:00,93.962,93.962
2020-09-01 01:00:00,74.042,74.042
2020-09-01 02:00:00,22.660999999999998,22.660999999999998
2020-09-01 03:00:00,12.235,12.235
2020-09-01 04:00:00,15.072000000000001,15.072000000000001
2020-09-01 05:00:00,21.828000000000003,21.828000000000003
2020-09-01 06:00:00,49.342,49.342
2020-09-01 07:00:00,35.864000000000004,35.864000000000004
2020-09-01 08:00:00,77.80600000000003,77.80600000000003
2020-09-01 09:00:00,97.436,97.436
2020-09-01 10:00:00,225.378,225.378
2020-09-01 11:00:00,432.88499999999993,432.88499999999993
2020-09-01 12:00:00,551.0819999999999,551.0819999999999
2020-09-01 13:00:00,680.8350000000003,680.8350000000003
2020-09-01 14:00:00,693.9089999999997,693.9089999999997
2020-09-01 15:00:00,455.52199999999993,455.52199999999993
2020-09-01 16:00:00,334.086,334.086
2020-09-01 17:00:00,297.1749999999999,297.1749999999999
2020-09-01 18:00:00,428.892,428.892
2020-09-01 19:00:00,521.159,521.159
2020-09-01 20:00:00,600.6200000000002,600.6200000000002
2020-09-01 21:00:00,429.539,429.539
2020-09-01 22:00:00,211.671,211.671
2020-09-01 23:00:00,106.162,106.162
2020-09-02 00:00:00,60.473,60.473
2020-09-02 01:00:00,53.265,53.265
2020-09-02 02:00:00,18.37,18.37
2020-09-02 03:00:00,26.742,26.742
2020-09-02 04:00:00,58.487,58.487
2020-09-02 05:00:00,34.44,34.44
2020-09-02 06:00:00,48.346,48.346
2020-09-02 07:00:00,34.233000000000004,34.233000000000004
2020-09-02 08:00:00,88.68299999999999,88.68299999999999
2020-09-02 09:00:00,171.74999999999997,171.74999999999997
2020-09-02 10:00:00,169.16599999999997,169.16599999999997
2020-09-02 11:00:00,287.41599999999994,287.41599999999994
2020-09-02 12:00:00,566.036,566.036
2020-09-02 13:00:00,649.1410000000002,649.1410000000002
2020-09-02 14:00:00,685.243,685.243
2020-09-02 15:00:00,430.66899999999987,430.66899999999987
2020-09-02 16:00:00,354.835,354.835
2020-09-02 17:00:00,459.52599999999984,459.52599999999984
2020-09-02 18:00:00,508.043,508.043
2020-09-02 19:00:00,514.693,514.693
2020-09-02 20:00:00,449.625,449.625
2020-09-02 21:00:00,428.338,428.338
2020-09-02 22:00:00,291.91599999999994,291.91599999999994
2020-09-02 23:00:00,115.516,115.516
2020-09-03 00:00:00,152.112,152.112
2020-09-03 01:00:00,87.939,87.939
2020-09-03 02:00:00,32.927,32.927
2020-09-03 03:00:00,19.282,19.282
2020-09-03 04:00:00,24.886,24.886
2020-09-03 05:00:00,36.153,36.153
2020-09-03 06:00:00,67.99,67.99
2020-09-03 07:00:00,96.301,96.301
2020-09-03 08:00:00,136.002,136.002
2020-09-03 09:00:00,132.42700000000002,132.42700000000002
2020-09-03 10:00:00,237.135,237.135
2020-09-03 11:00:00,439.80000000000007,439.80000000000007
2020-09-03 12:00:00,570.105,570.105
2020-09-03 13:00:00,724.9759999999999,724.9759999999999
2020-09-03 14:00:00,783.2540000000001,783.2540000000001
2020-09-03 15:00:00,488.38800000000015,488.38800000000015
2020-09-03 16:00:00,338.57599999999996,338.57599999999996
2020-09-03 17:00:00,330.8880000000001,330.8880000000001
2020-09-03 18:00:00,524.749,524.749
2020-09-03 19:00:00,485.60900000000004,485.60900000000004
2020-09-03 20:00:00,589.2969999999998,589.2969999999998
2020-09-03 21:00:00,434.8820000000002,434.8820000000002
2020-09-03 22:00:00,264.43300000000005,264.43300000000005
2020-09-03 23:00:00,128.95600000000002,128.95600000000002
2020-09-04 00:00:00,147.605,147.605
2020-09-04 01:00:00,99.23899999999999,99.23899999999999
2020-09-04 02:00:00,38.44,38.44
2020-09-04 03:00:00,26.513,26.513
2020-09-04 04:00:00,20.896,20.896
2020-09-04 05:00:00,45.277,45.277
2020-09-04 06:00:00,22.446,22.446
2020-09-04 07:00:00,53.034000000000006,53.034000000000006
2020-09-04 08:00:00,102.712,102.712
2020-09-04 09:00:00,179.946,179.946
2020-09-04 10:00:00,201.40900000000002,201.40900000000002
2020-09-04 11:00:00,282.4240000000001,282.4240000000001
2020-09-04 12:00:00,595.023,595.023
2020-09-04 13:00:00,734.2890000000003,734.2890000000003
2020-09-04 14:00:00,711.4460000000006,711.4460000000006
2020-09-04 15:00:00,406.91699999999986,406.91699999999986
2020-09-04 16:00:00,267.564,267.564
2020-09-04 17:00:00,257.721,257.721
2020-09-04 18:00:00,466.287,466.287
2020-09-04 19:00:00,397.79400000000004,397.79400000000004
2020-09-04 20:00:00,481.434,481.434
2020-09-04 21:00:00,272.8740000000001,272.8740000000001
2020-09-04 22:00:00,297.671,297.671
2020-09-04 23:00:00,129.204,129.204
2020-09-05 00:00:00,235.153,235.153
2020-09-05 01:00:00,90.676,90.676
2020-09-05 02:00:00,73.81300000000002,73.81300000000002
2020-09-05 03:00:00,6.437,6.437
2020-09-05 04:00:00,40.31500000000001,40.31500000000001
2020-09-05 05:00:00,33.661,33.661
2020-09-05 06:00:00,17.474,17.474
2020-09-05 07:00:00,46.583999999999996,46.583999999999996
2020-09-05 08:00:00,42.303000000000004,42.303000000000004
2020-09-05 09:00:00,71.31899999999997,71.31899999999997
2020-09-05 10:00:00,117.234,117.234
2020-09-05 11:00:00,157.21400000000003,157.21400000000003
2020-09-05 12:00:00,216.877,216.877
2020-09-05 13:00:00,264.76000000000005,264.76000000000005
2020-09-05 14:00:00,201.937,201.937
2020-09-05 15:00:00,154.811,154.811
2020-09-05 16:00:00,153.34500000000003,153.34500000000003
2020-09-05 17:00:00,188.711,188.711
2020-09-05 18:00:00,152.303,152.303
2020-09-05 19:00:00,244.766,244.766
2020-09-05 20:00:00,368.44199999999995,368.44199999999995
2020-09-05 21:00:00,373.03399999999993,373.03399999999993
