,fecha,periodo,viajes,timestamp
0,20200701,01,7.185,2020-07-01 01:00:00
1,20200701,03,6.51,2020-07-01 03:00:00
2,20200701,04,5.0360000000000005,2020-07-01 04:00:00
3,20200701,05,11.157,2020-07-01 05:00:00
4,20200701,06,18.017,2020-07-01 06:00:00
5,20200701,07,49.477999999999994,2020-07-01 07:00:00
6,20200701,08,73.16,2020-07-01 08:00:00
7,20200701,09,14.498,2020-07-01 09:00:00
8,20200701,10,4.007,2020-07-01 10:00:00
9,20200701,11,23.157999999999998,2020-07-01 11:00:00
10,20200701,12,16.706,2020-07-01 12:00:00
11,20200701,13,21.296,2020-07-01 13:00:00
12,20200701,14,12.844999999999999,2020-07-01 14:00:00
13,20200701,15,13.138,2020-07-01 15:00:00
14,20200701,16,21.057,2020-07-01 16:00:00
15,20200701,17,4.007,2020-07-01 17:00:00
16,20200701,19,10.64,2020-07-01 19:00:00
17,20200701,20,12.985,2020-07-01 20:00:00
18,20200701,21,4.91,2020-07-01 21:00:00
19,20200701,22,8.838,2020-07-01 22:00:00
20,20200702,02,5.757999999999999,2020-07-02 02:00:00
21,20200702,05,23.101,2020-07-02 05:00:00
22,20200702,06,59.083,2020-07-02 06:00:00
23,20200702,07,29.028999999999996,2020-07-02 07:00:00
24,20200702,08,16.332,2020-07-02 08:00:00
25,20200702,09,32.019999999999996,2020-07-02 09:00:00
26,20200702,10,4.788,2020-07-02 10:00:00
27,20200702,11,9.724,2020-07-02 11:00:00
28,20200702,12,5.197,2020-07-02 12:00:00
29,20200702,13,4.788,2020-07-02 13:00:00
30,20200702,14,24.773,2020-07-02 14:00:00
31,20200702,15,18.479,2020-07-02 15:00:00
32,20200702,16,10.893,2020-07-02 16:00:00
33,20200702,17,13.267,2020-07-02 17:00:00
34,20200702,18,12.392999999999999,2020-07-02 18:00:00
35,20200702,19,11.964,2020-07-02 19:00:00
36,20200702,20,4.862,2020-07-02 20:00:00
37,20200702,21,7.976,2020-07-02 21:00:00
38,20200703,00,4.164,2020-07-03 00:00:00
39,20200703,02,4.164,2020-07-03 02:00:00
40,20200703,03,6.1,2020-07-03 03:00:00
41,20200703,04,6.542999999999999,2020-07-03 04:00:00
42,20200703,06,5.754,2020-07-03 06:00:00
43,20200703,07,66.01,2020-07-03 07:00:00
44,20200703,08,41.991,2020-07-03 08:00:00
45,20200703,09,37.49,2020-07-03 09:00:00
46,20200703,10,10.937999999999999,2020-07-03 10:00:00
47,20200703,11,16.672,2020-07-03 11:00:00
48,20200703,12,18.334,2020-07-03 12:00:00
49,20200703,13,15.516,2020-07-03 13:00:00
50,20200703,14,24.55,2020-07-03 14:00:00
51,20200703,15,11.643,2020-07-03 15:00:00
52,20200703,16,41.153999999999996,2020-07-03 16:00:00
53,20200703,18,10.266,2020-07-03 18:00:00
54,20200703,19,5.287999999999999,2020-07-03 19:00:00
55,20200703,20,5.86,2020-07-03 20:00:00
56,20200703,21,5.029,2020-07-03 21:00:00
57,20200704,05,3.069,2020-07-04 05:00:00
58,20200704,06,7.632999999999999,2020-07-04 06:00:00
59,20200704,07,8.949,2020-07-04 07:00:00
60,20200704,09,19.802999999999997,2020-07-04 09:00:00
61,20200704,10,6.1579999999999995,2020-07-04 10:00:00
62,20200704,11,18.995,2020-07-04 11:00:00
63,20200704,12,5.792999999999999,2020-07-04 12:00:00
64,20200704,13,6.181,2020-07-04 13:00:00
65,20200704,14,4.257,2020-07-04 14:00:00
66,20200704,17,8.849,2020-07-04 17:00:00
67,20200704,18,11.033,2020-07-04 18:00:00
68,20200704,19,10.049999999999999,2020-07-04 19:00:00
69,20200704,20,15.448,2020-07-04 20:00:00
70,20200704,21,17.584,2020-07-04 21:00:00
71,20200704,22,4.257,2020-07-04 22:00:00
72,20200705,00,13.982,2020-07-05 00:00:00
73,20200705,01,7.732,2020-07-05 01:00:00
74,20200705,02,4.27,2020-07-05 02:00:00
