,n_viajes_old,n_viajes
2020-09-01 00:00:00,12.234000000000002,12.234000000000002
2020-09-01 01:00:00,6.117000000000001,6.117000000000001
2020-09-01 02:00:00,12.015,12.015
2020-09-01 03:00:00,14.291,14.291
2020-09-01 04:00:00,11.858999999999998,11.858999999999998
2020-09-01 05:00:00,48.191,48.191
2020-09-01 06:00:00,36.654,36.654
2020-09-01 07:00:00,122.571,122.571
2020-09-01 08:00:00,113.20100000000002,113.20100000000002
2020-09-01 09:00:00,87.53599999999999,87.53599999999999
2020-09-01 10:00:00,10.385,10.385
2020-09-01 11:00:00,14.789,14.789
2020-09-01 12:00:00,,17.862
2020-09-01 13:00:00,20.935,20.935
2020-09-01 14:00:00,12.58,12.58
2020-09-01 15:00:00,29.78,29.78
2020-09-01 16:00:00,27.105999999999998,27.105999999999998
2020-09-01 17:00:00,31.587000000000003,31.587000000000003
2020-09-01 18:00:00,5.765,5.765
2020-09-01 19:00:00,13.45,13.45
2020-09-01 20:00:00,10.737000000000002,10.737000000000002
2020-09-01 21:00:00,11.749000000000002,11.749000000000002
2020-09-01 22:00:00,6.462999999999999,6.462999999999999
2020-09-01 23:00:00,6.117000000000001,6.117000000000001
2020-09-02 00:00:00,12.576999999999998,12.576999999999998
2020-09-02 01:00:00,,12.472
2020-09-02 02:00:00,12.367,12.367
2020-09-02 03:00:00,5.48,5.48
2020-09-02 04:00:00,10.380999999999998,10.380999999999998
2020-09-02 05:00:00,52.99700000000001,52.99700000000001
2020-09-02 06:00:00,36.481,36.481
2020-09-02 07:00:00,113.716,113.716
2020-09-02 08:00:00,117.62899999999999,117.62899999999999
2020-09-02 09:00:00,50.369,50.369
2020-09-02 10:00:00,17.657,17.657
2020-09-02 11:00:00,10.380999999999998,10.380999999999998
2020-09-02 12:00:00,22.325,22.325
2020-09-02 13:00:00,43.31000000000001,43.31000000000001
2020-09-02 14:00:00,32.891,32.891
2020-09-02 15:00:00,59.093,59.093
2020-09-02 16:00:00,44.81,44.81
2020-09-02 17:00:00,6.002999999999999,6.002999999999999
2020-09-02 18:00:00,12.005999999999998,12.005999999999998
2020-09-02 19:00:00,12.922999999999998,12.922999999999998
2020-09-02 20:00:00,,9.412999999999998
2020-09-02 21:00:00,5.903,5.903
2020-09-02 22:00:00,,5.1905
2020-09-02 23:00:00,4.478,4.478
2020-09-03 00:00:00,10.765999999999998,10.765999999999998
2020-09-03 01:00:00,,8.381999999999998
2020-09-03 02:00:00,5.997999999999998,5.997999999999998
2020-09-03 03:00:00,7.141,7.141
2020-09-03 04:00:00,10.875,10.875
2020-09-03 05:00:00,29.428,29.428
2020-09-03 06:00:00,63.165,63.165
2020-09-03 07:00:00,92.135,92.135
2020-09-03 08:00:00,113.34899999999999,113.34899999999999
2020-09-03 09:00:00,27.698,27.698
2020-09-03 10:00:00,34.727000000000004,34.727000000000004
2020-09-03 11:00:00,24.64,24.64
2020-09-03 12:00:00,6.244,6.244
2020-09-03 13:00:00,,12.241999999999999
2020-09-03 14:00:00,18.24,18.24
2020-09-03 15:00:00,31.851999999999997,31.851999999999997
2020-09-03 16:00:00,37.537,37.537
2020-09-03 17:00:00,43.585,43.585
2020-09-03 18:00:00,7.141,7.141
2020-09-03 19:00:00,19.383,19.383
2020-09-03 20:00:00,10.52,10.52
2020-09-03 21:00:00,5.997999999999998,5.997999999999998
2020-09-03 22:00:00,6.244,6.244
2020-09-03 23:00:00,5.997999999999998,5.997999999999998
2020-09-04 00:00:00,,10.757666666666665
