,n_viajes_old,n_viajes
2020-09-15 00:00:00,99.641,99.641
2020-09-15 01:00:00,30.103,30.103
2020-09-15 02:00:00,6.232,6.232
2020-09-15 03:00:00,6.47,6.47
2020-09-15 04:00:00,10.920000000000002,10.920000000000002
2020-09-15 05:00:00,23.04,23.04
2020-09-15 06:00:00,38.04,38.04
2020-09-15 07:00:00,64.10300000000001,64.10300000000001
2020-09-15 08:00:00,42.818999999999996,42.818999999999996
2020-09-15 09:00:00,46.852,46.852
2020-09-15 10:00:00,32.164,32.164
2020-09-15 11:00:00,54.13,54.13
2020-09-15 12:00:00,195.065,195.065
2020-09-15 13:00:00,156.378,156.378
2020-09-15 14:00:00,141.338,141.338
2020-09-15 15:00:00,185.051,185.051
2020-09-15 16:00:00,173.39600000000004,173.39600000000004
2020-09-15 17:00:00,153.114,153.114
2020-09-15 18:00:00,277.583,277.583
2020-09-15 19:00:00,263.21100000000007,263.21100000000007
2020-09-15 20:00:00,251.33600000000004,251.33600000000004
2020-09-15 21:00:00,159.572,159.572
2020-09-15 22:00:00,155.28400000000005,155.28400000000005
2020-09-15 23:00:00,75.27199999999998,75.27199999999998
2020-09-16 00:00:00,108.604,108.604
2020-09-16 01:00:00,77.902,77.902
2020-09-16 02:00:00,20.828000000000007,20.828000000000007
2020-09-16 03:00:00,29.796999999999997,29.796999999999997
2020-09-16 04:00:00,55.119,55.119
2020-09-16 05:00:00,39.482,39.482
2020-09-16 06:00:00,68.68299999999999,68.68299999999999
2020-09-16 07:00:00,63.706,63.706
2020-09-16 08:00:00,105.37,105.37
2020-09-16 09:00:00,77.42599999999999,77.42599999999999
2020-09-16 10:00:00,154.628,154.628
2020-09-16 11:00:00,472.39400000000006,472.39400000000006
2020-09-16 12:00:00,576.8089999999999,576.8089999999999
2020-09-16 13:00:00,676.6090000000003,676.6090000000003
2020-09-16 14:00:00,791.1390000000001,791.1390000000001
2020-09-16 15:00:00,411.26300000000003,411.26300000000003
2020-09-16 16:00:00,357.19099999999986,357.19099999999986
2020-09-16 17:00:00,429.045,429.045
2020-09-16 18:00:00,698.7050000000003,698.7050000000003
2020-09-16 19:00:00,618.514,618.514
2020-09-16 20:00:00,897.0870000000003,897.0870000000003
2020-09-16 21:00:00,375.3,375.3
2020-09-16 22:00:00,232.562,232.562
2020-09-16 23:00:00,133.34300000000002,133.34300000000002
2020-09-17 00:00:00,118.881,118.881
2020-09-17 01:00:00,119.414,119.414
2020-09-17 02:00:00,27.198,27.198
2020-09-17 03:00:00,6.546,6.546
2020-09-17 04:00:00,25.183000000000003,25.183000000000003
2020-09-17 05:00:00,27.627,27.627
2020-09-17 06:00:00,61.22200000000001,61.22200000000001
2020-09-17 07:00:00,51.729000000000006,51.729000000000006
2020-09-17 08:00:00,125.854,125.854
2020-09-17 09:00:00,108.296,108.296
2020-09-17 10:00:00,251.26600000000005,251.26600000000005
2020-09-17 11:00:00,467.85300000000007,467.85300000000007
2020-09-17 12:00:00,673.918,673.918
2020-09-17 13:00:00,692.8400000000001,692.8400000000001
2020-09-17 14:00:00,725.184,725.184
2020-09-17 15:00:00,469.528,469.528
2020-09-17 16:00:00,319.8370000000001,319.8370000000001
2020-09-17 17:00:00,471.117,471.117
2020-09-17 18:00:00,739.914,739.914
2020-09-17 19:00:00,594.9469999999999,594.9469999999999
2020-09-17 20:00:00,725.3439999999999,725.3439999999999
2020-09-17 21:00:00,313.695,313.695
2020-09-17 22:00:00,268.634,268.634
2020-09-17 23:00:00,183.44,183.44
2020-09-18 00:00:00,155.13899999999995,155.13899999999995
2020-09-18 01:00:00,37.389,37.389
2020-09-18 02:00:00,15.243000000000002,15.243000000000002
2020-09-18 03:00:00,5.829,5.829
2020-09-18 04:00:00,11.659,11.659
2020-09-18 05:00:00,34.309,34.309
2020-09-18 06:00:00,25.302,25.302
2020-09-18 07:00:00,44.24100000000001,44.24100000000001
2020-09-18 08:00:00,108.244,108.244
2020-09-18 09:00:00,183.282,183.282
2020-09-18 10:00:00,291.37,291.37
2020-09-18 11:00:00,386.291,386.291
2020-09-18 12:00:00,646.9319999999999,646.9319999999999
2020-09-18 13:00:00,594.9659999999998,594.9659999999998
2020-09-18 14:00:00,821.07,821.07
2020-09-18 15:00:00,437.17699999999985,437.17699999999985
2020-09-18 16:00:00,370.674,370.674
2020-09-18 17:00:00,424.93300000000005,424.93300000000005
2020-09-18 18:00:00,505.14100000000013,505.14100000000013
2020-09-18 19:00:00,592.991,592.991
2020-09-18 20:00:00,502.63899999999984,502.63899999999984
2020-09-18 21:00:00,416.19,416.19
2020-09-18 22:00:00,339.8250000000001,339.8250000000001
2020-09-18 23:00:00,215.06900000000002,215.06900000000002
2020-09-19 00:00:00,269.186,269.186
2020-09-19 01:00:00,146.14200000000002,146.14200000000002
2020-09-19 02:00:00,38.236999999999995,38.236999999999995
2020-09-19 03:00:00,16.76,16.76
2020-09-19 04:00:00,11.955,11.955
2020-09-19 05:00:00,20.038,20.038
2020-09-19 06:00:00,22.653000000000002,22.653000000000002
2020-09-19 07:00:00,54.11300000000001,54.11300000000001
2020-09-19 08:00:00,87.86200000000002,87.86200000000002
2020-09-19 09:00:00,68.67800000000001,68.67800000000001
2020-09-19 10:00:00,75.885,75.885
2020-09-19 11:00:00,153.48800000000003,153.48800000000003
2020-09-19 12:00:00,300.56999999999994,300.56999999999994
2020-09-19 13:00:00,363.57799999999986,363.57799999999986
2020-09-19 14:00:00,206.492,206.492
2020-09-19 15:00:00,239.90900000000002,239.90900000000002
2020-09-19 16:00:00,227.43900000000002,227.43900000000002
2020-09-19 17:00:00,280.0279999999999,280.0279999999999
2020-09-19 18:00:00,323.62700000000007,323.62700000000007
2020-09-19 19:00:00,470.235,470.235
2020-09-19 20:00:00,394.055,394.055
2020-09-19 21:00:00,411.177,411.177
2020-09-19 22:00:00,398.12700000000007,398.12700000000007
2020-09-19 23:00:00,279.61400000000003,279.61400000000003
2020-09-20 00:00:00,393.07399999999984,393.07399999999984
2020-09-20 01:00:00,82.02199999999998,82.02199999999998
2020-09-20 02:00:00,6.81,6.81
2020-09-20 03:00:00,21.666,21.666
2020-09-20 04:00:00,49.292,49.292
2020-09-20 05:00:00,17.706,17.706
2020-09-20 06:00:00,21.967,21.967
2020-09-20 07:00:00,57.034000000000006,57.034000000000006
2020-09-20 08:00:00,74.437,74.437
2020-09-20 09:00:00,53.695,53.695
2020-09-20 10:00:00,53.852,53.852
2020-09-20 11:00:00,136.939,136.939
2020-09-20 12:00:00,134.058,134.058
2020-09-20 13:00:00,241.45,241.45
2020-09-20 14:00:00,179.37599999999995,179.37599999999995
2020-09-20 15:00:00,185.579,185.579
2020-09-20 16:00:00,254.885,254.885
2020-09-20 17:00:00,186.299,186.299
2020-09-20 18:00:00,331.645,331.645
2020-09-20 19:00:00,287.74999999999994,287.74999999999994
2020-09-20 20:00:00,340.35299999999995,340.35299999999995
2020-09-20 21:00:00,239.035,239.035
2020-09-20 22:00:00,234.577,234.577
2020-09-20 23:00:00,199.979,199.979
2020-09-21 00:00:00,117.529,117.529
2020-09-21 01:00:00,70.807,70.807
2020-09-21 02:00:00,12.678,12.678
2020-09-21 03:00:00,16.264,16.264
2020-09-21 04:00:00,32.998999999999995,32.998999999999995
2020-09-21 05:00:00,61.715,61.715
2020-09-21 06:00:00,34.263000000000005,34.263000000000005
2020-09-21 07:00:00,134.434,134.434
2020-09-21 08:00:00,144.933,144.933
2020-09-21 09:00:00,178.231,178.231
2020-09-21 10:00:00,243.969,243.969
2020-09-21 11:00:00,401.8340000000002,401.8340000000002
2020-09-21 12:00:00,583.865,583.865
2020-09-21 13:00:00,753.779,753.779
2020-09-21 14:00:00,742.221,742.221
2020-09-21 15:00:00,517.4070000000002,517.4070000000002
2020-09-21 16:00:00,390.61699999999996,390.61699999999996
2020-09-21 17:00:00,446.398,446.398
2020-09-21 18:00:00,600.3290000000002,600.3290000000002
2020-09-21 19:00:00,678.0520000000004,678.0520000000004
2020-09-21 20:00:00,629.3950000000002,629.3950000000002
2020-09-21 21:00:00,418.014,418.014
2020-09-21 22:00:00,243.94000000000003,243.94000000000003
2020-09-21 23:00:00,72.69,72.69
2020-09-22 00:00:00,113.835,113.835
2020-09-22 01:00:00,49.169,49.169
2020-09-22 02:00:00,26.86,26.86
2020-09-22 03:00:00,30.765,30.765
2020-09-22 04:00:00,23.371,23.371
2020-09-22 05:00:00,26.468,26.468
2020-09-22 06:00:00,77.905,77.905
2020-09-22 07:00:00,86.77600000000001,86.77600000000001
2020-09-22 08:00:00,89.39800000000002,89.39800000000002
2020-09-22 09:00:00,98.69400000000002,98.69400000000002
2020-09-22 10:00:00,266.156,266.156
2020-09-22 11:00:00,418.09999999999985,418.09999999999985
2020-09-22 12:00:00,473.95799999999986,473.95799999999986
2020-09-22 13:00:00,740.4810000000001,740.4810000000001
2020-09-22 14:00:00,857.7370000000002,857.7370000000002
2020-09-22 15:00:00,619.6930000000001,619.6930000000001
2020-09-22 16:00:00,310.033,310.033
2020-09-22 17:00:00,377.48999999999984,377.48999999999984
2020-09-22 18:00:00,533.5469999999998,533.5469999999998
2020-09-22 19:00:00,648.4479999999999,648.4479999999999
2020-09-22 20:00:00,598.1369999999997,598.1369999999997
2020-09-22 21:00:00,280.934,280.934
2020-09-22 22:00:00,225.498,225.498
2020-09-22 23:00:00,93.26299999999999,93.26299999999999
2020-09-23 00:00:00,77.092,77.092
2020-09-23 01:00:00,44.248999999999995,44.248999999999995
2020-09-23 02:00:00,22.057,22.057
2020-09-23 03:00:00,47.833999999999996,47.833999999999996
2020-09-23 04:00:00,20.678,20.678
2020-09-23 05:00:00,48.23,48.23
2020-09-23 06:00:00,85.45200000000001,85.45200000000001
2020-09-23 07:00:00,87.64699999999998,87.64699999999998
2020-09-23 08:00:00,123.47,123.47
2020-09-23 09:00:00,196.38100000000003,196.38100000000003
2020-09-23 10:00:00,240.747,240.747
2020-09-23 11:00:00,481.057,481.057
2020-09-23 12:00:00,442.265,442.265
2020-09-23 13:00:00,783.9920000000002,783.9920000000002
2020-09-23 14:00:00,938.7,938.7
2020-09-23 15:00:00,404.44399999999985,404.44399999999985
2020-09-23 16:00:00,320.39400000000006,320.39400000000006
2020-09-23 17:00:00,560.2159999999999,560.2159999999999
2020-09-23 18:00:00,707.4340000000003,707.4340000000003
2020-09-23 19:00:00,824.3259999999998,824.3259999999998
2020-09-23 20:00:00,768.9689999999999,768.9689999999999
2020-09-23 21:00:00,460.592,460.592
2020-09-23 22:00:00,242.997,242.997
2020-09-23 23:00:00,139.121,139.121
2020-09-24 00:00:00,140.671,140.671
2020-09-24 01:00:00,72.369,72.369
2020-09-24 02:00:00,11.936,11.936
2020-09-24 03:00:00,42.318000000000005,42.318000000000005
2020-09-24 04:00:00,11.584,11.584
2020-09-24 05:00:00,78.04599999999998,78.04599999999998
2020-09-24 06:00:00,69.68299999999999,69.68299999999999
2020-09-24 07:00:00,48.236,48.236
2020-09-24 08:00:00,96.297,96.297
2020-09-24 09:00:00,162.50899999999996,162.50899999999996
2020-09-24 10:00:00,259.311,259.311
2020-09-24 11:00:00,360.664,360.664
2020-09-24 12:00:00,727.6260000000003,727.6260000000003
2020-09-24 13:00:00,844.0950000000003,844.0950000000003
2020-09-24 14:00:00,947.941,947.941
2020-09-24 15:00:00,563.2320000000002,563.2320000000002
2020-09-24 16:00:00,362.15000000000015,362.15000000000015
2020-09-24 17:00:00,624.8070000000001,624.8070000000001
2020-09-24 18:00:00,680.9119999999999,680.9119999999999
2020-09-24 19:00:00,592.143,592.143
2020-09-24 20:00:00,723.4119999999997,723.4119999999997
2020-09-24 21:00:00,431.92000000000013,431.92000000000013
2020-09-24 22:00:00,290.001,290.001
2020-09-24 23:00:00,123.58400000000002,123.58400000000002
2020-09-25 00:00:00,130.549,130.549
2020-09-25 01:00:00,68.709,68.709
2020-09-25 02:00:00,61.665000000000006,61.665000000000006
2020-09-25 03:00:00,20.027,20.027
2020-09-25 04:00:00,16.756999999999998,16.756999999999998
2020-09-25 05:00:00,37.53,37.53
2020-09-25 06:00:00,51.798,51.798
2020-09-25 07:00:00,56.362,56.362
2020-09-25 08:00:00,100.795,100.795
2020-09-25 09:00:00,178.09400000000002,178.09400000000002
2020-09-25 10:00:00,326.004,326.004
2020-09-25 11:00:00,439.23799999999983,439.23799999999983
2020-09-25 12:00:00,708.5889999999997,708.5889999999997
2020-09-25 13:00:00,725.9139999999996,725.9139999999996
2020-09-25 14:00:00,955.5729999999996,955.5729999999996
2020-09-25 15:00:00,523.2479999999998,523.2479999999998
2020-09-25 16:00:00,305.53899999999993,305.53899999999993
2020-09-25 17:00:00,406.47099999999983,406.47099999999983
2020-09-25 18:00:00,440.871,440.871
2020-09-25 19:00:00,592.4769999999997,592.4769999999997
2020-09-25 20:00:00,701.0979999999997,701.0979999999997
2020-09-25 21:00:00,576.4839999999998,576.4839999999998
2020-09-25 22:00:00,378.0349999999999,378.0349999999999
2020-09-25 23:00:00,184.72699999999998,184.72699999999998
2020-09-26 00:00:00,264.9800000000001,264.9800000000001
2020-09-26 01:00:00,151.66099999999997,151.66099999999997
2020-09-26 02:00:00,53.478,53.478
2020-09-26 03:00:00,64.71100000000001,64.71100000000001
2020-09-26 04:00:00,15.065,15.065
2020-09-26 05:00:00,64.73599999999999,64.73599999999999
2020-09-26 06:00:00,18.968,18.968
2020-09-26 07:00:00,18.431,18.431
2020-09-26 08:00:00,133.63699999999997,133.63699999999997
2020-09-26 09:00:00,117.616,117.616
2020-09-26 10:00:00,138.304,138.304
2020-09-26 11:00:00,104.65100000000001,104.65100000000001
2020-09-26 12:00:00,220.88100000000003,220.88100000000003
2020-09-26 13:00:00,300.68300000000005,300.68300000000005
2020-09-26 14:00:00,265.85200000000003,265.85200000000003
2020-09-26 15:00:00,240.97400000000005,240.97400000000005
2020-09-26 16:00:00,149.804,149.804
2020-09-26 17:00:00,280.3859999999999,280.3859999999999
2020-09-26 18:00:00,295.6230000000001,295.6230000000001
2020-09-26 19:00:00,492.84300000000013,492.84300000000013
2020-09-26 20:00:00,445.44599999999997,445.44599999999997
2020-09-26 21:00:00,353.7290000000001,353.7290000000001
2020-09-26 22:00:00,525.6150000000001,525.6150000000001
2020-09-26 23:00:00,232.64400000000003,232.64400000000003
2020-09-27 00:00:00,426.98800000000017,426.98800000000017
2020-09-27 01:00:00,173.032,173.032
2020-09-27 02:00:00,47.578,47.578
2020-09-27 03:00:00,39.28,39.28
2020-09-27 04:00:00,19.332,19.332
2020-09-27 05:00:00,54.044,54.044
2020-09-27 06:00:00,22.561999999999998,22.561999999999998
2020-09-27 07:00:00,41.478,41.478
2020-09-27 08:00:00,77.84599999999998,77.84599999999998
2020-09-27 09:00:00,61.974,61.974
2020-09-27 10:00:00,107.828,107.828
2020-09-27 11:00:00,164.13199999999995,164.13199999999995
2020-09-27 12:00:00,178.34,178.34
2020-09-27 13:00:00,278.668,278.668
2020-09-27 14:00:00,197.301,197.301
2020-09-27 15:00:00,169.54399999999995,169.54399999999995
2020-09-27 16:00:00,443.11699999999996,443.11699999999996
2020-09-27 17:00:00,319.264,319.264
2020-09-27 18:00:00,229.269,229.269
2020-09-27 19:00:00,356.967,356.967
2020-09-27 20:00:00,297.86700000000013,297.86700000000013
2020-09-27 21:00:00,231.954,231.954
2020-09-27 22:00:00,210.201,210.201
2020-09-27 23:00:00,97.311,97.311
2020-09-28 00:00:00,37.594,37.594
2020-09-28 01:00:00,33.042,33.042
2020-09-28 02:00:00,12.261,12.261
2020-09-28 03:00:00,10.15,10.15
2020-09-28 04:00:00,22.162,22.162
2020-09-28 05:00:00,10.751,10.751
2020-09-28 06:00:00,102.62,102.62
2020-09-28 07:00:00,44.188,44.188
2020-09-28 08:00:00,105.778,105.778
2020-09-28 09:00:00,179.69700000000003,179.69700000000003
2020-09-28 10:00:00,254.377,254.377
2020-09-28 11:00:00,442.504,442.504
2020-09-28 12:00:00,660.431,660.431
2020-09-28 13:00:00,894.2730000000001,894.2730000000001
2020-09-28 14:00:00,761.188,761.188
2020-09-28 15:00:00,646.7189999999998,646.7189999999998
2020-09-28 16:00:00,353.2879999999999,353.2879999999999
2020-09-28 17:00:00,500.08099999999985,500.08099999999985
2020-09-28 18:00:00,704.954,704.954
2020-09-28 19:00:00,757.7589999999999,757.7589999999999
2020-09-28 20:00:00,715.7629999999998,715.7629999999998
2020-09-28 21:00:00,450.827,450.827
2020-09-28 22:00:00,306.3799999999999,306.3799999999999
2020-09-28 23:00:00,104.699,104.699
2020-09-29 00:00:00,82.03200000000001,82.03200000000001
2020-09-29 01:00:00,38.692,38.692
2020-09-29 02:00:00,37.496,37.496
2020-09-29 03:00:00,12.515,12.515
2020-09-29 04:00:00,23.663,23.663
2020-09-29 05:00:00,80.99499999999998,80.99499999999998
2020-09-29 06:00:00,19.627,19.627
2020-09-29 07:00:00,139.42700000000002,139.42700000000002
2020-09-29 08:00:00,102.84899999999999,102.84899999999999
2020-09-29 09:00:00,187.36900000000003,187.36900000000003
2020-09-29 10:00:00,326.7059999999999,326.7059999999999
2020-09-29 11:00:00,464.821,464.821
2020-09-29 12:00:00,661.2580000000003,661.2580000000003
2020-09-29 13:00:00,750.1550000000003,750.1550000000003
2020-09-29 14:00:00,822.9060000000001,822.9060000000001
2020-09-29 15:00:00,489.769,489.769
2020-09-29 16:00:00,391.369,391.369
2020-09-29 17:00:00,498.2889999999999,498.2889999999999
2020-09-29 18:00:00,614.033,614.033
2020-09-29 19:00:00,797.8960000000003,797.8960000000003
2020-09-29 20:00:00,756.4789999999999,756.4789999999999
2020-09-29 21:00:00,551.687,551.687
2020-09-29 22:00:00,244.25099999999998,244.25099999999998
2020-09-29 23:00:00,161.388,161.388
2020-09-30 00:00:00,65.23,65.23
2020-09-30 01:00:00,57.761,57.761
2020-09-30 02:00:00,16.441,16.441
2020-09-30 03:00:00,19.515,19.515
2020-09-30 04:00:00,23.536,23.536
2020-09-30 05:00:00,26.609,26.609
2020-09-30 06:00:00,53.723,53.723
2020-09-30 07:00:00,59.667,59.667
2020-09-30 08:00:00,150.942,150.942
2020-09-30 09:00:00,114.334,114.334
2020-09-30 10:00:00,363.62200000000007,363.62200000000007
2020-09-30 11:00:00,326.016,326.016
2020-09-30 12:00:00,651.0999999999998,651.0999999999998
2020-09-30 13:00:00,651.569,651.569
2020-09-30 14:00:00,760.557,760.557
2020-09-30 15:00:00,590.0460000000003,590.0460000000003
2020-09-30 16:00:00,360.1500000000001,360.1500000000001
2020-09-30 17:00:00,386.3940000000002,386.3940000000002
2020-09-30 18:00:00,739.677,739.677
2020-09-30 19:00:00,774.9639999999998,774.9639999999998
2020-09-30 20:00:00,705.2319999999999,705.2319999999999
2020-09-30 21:00:00,453.02099999999996,453.02099999999996
2020-09-30 22:00:00,253.449,253.449
2020-09-30 23:00:00,119.614,119.614
2020-10-01 00:00:00,86.774,86.774
2020-10-01 01:00:00,13.718,13.718
2020-10-01 02:00:00,42.428000000000004,42.428000000000004
2020-10-01 03:00:00,31.046,31.046
2020-10-01 04:00:00,18.669,18.669
2020-10-01 05:00:00,15.637,15.637
2020-10-01 06:00:00,52.03000000000001,52.03000000000001
2020-10-01 07:00:00,64.97200000000001,64.97200000000001
2020-10-01 08:00:00,81.51599999999998,81.51599999999998
2020-10-01 09:00:00,177.28199999999995,177.28199999999995
2020-10-01 10:00:00,255.412,255.412
2020-10-01 11:00:00,396.774,396.774
2020-10-01 12:00:00,713.8259999999998,713.8259999999998
2020-10-01 13:00:00,794.7580000000003,794.7580000000003
2020-10-01 14:00:00,895.207,895.207
2020-10-01 15:00:00,514.3859999999999,514.3859999999999
2020-10-01 16:00:00,394.12699999999984,394.12699999999984
2020-10-01 17:00:00,360.39300000000003,360.39300000000003
2020-10-01 18:00:00,732.4760000000003,732.4760000000003
2020-10-01 19:00:00,621.6229999999998,621.6229999999998
2020-10-01 20:00:00,684.7450000000002,684.7450000000002
2020-10-01 21:00:00,418.789,418.789
2020-10-01 22:00:00,285.916,285.916
2020-10-01 23:00:00,114.661,114.661
2020-10-02 00:00:00,85.65900000000002,85.65900000000002
2020-10-02 01:00:00,100.782,100.782
2020-10-02 02:00:00,35.123000000000005,35.123000000000005
2020-10-02 03:00:00,80.711,80.711
2020-10-02 04:00:00,47.639,47.639
2020-10-02 05:00:00,41.12,41.12
2020-10-02 06:00:00,78.20299999999997,78.20299999999997
2020-10-02 07:00:00,30.197,30.197
2020-10-02 08:00:00,206.76,206.76
2020-10-02 09:00:00,226.705,226.705
2020-10-02 10:00:00,291.384,291.384
2020-10-02 11:00:00,522.669,522.669
2020-10-02 12:00:00,670.1389999999999,670.1389999999999
2020-10-02 13:00:00,795.6529999999998,795.6529999999998
2020-10-02 14:00:00,920.47,920.47
2020-10-02 15:00:00,474.954,474.954
2020-10-02 16:00:00,426.965,426.965
2020-10-02 17:00:00,481.406,481.406
2020-10-02 18:00:00,628.6740000000002,628.6740000000002
2020-10-02 19:00:00,552.5509999999998,552.5509999999998
2020-10-02 20:00:00,626.938,626.938
2020-10-02 21:00:00,390.79300000000006,390.79300000000006
2020-10-02 22:00:00,190.605,190.605
2020-10-02 23:00:00,117.368,117.368
2020-10-03 00:00:00,192.56900000000002,192.56900000000002
2020-10-03 01:00:00,139.286,139.286
2020-10-03 02:00:00,50.785,50.785
2020-10-03 03:00:00,6.1,6.1
2020-10-03 04:00:00,37.433,37.433
2020-10-03 05:00:00,55.66,55.66
2020-10-03 06:00:00,44.065,44.065
2020-10-03 07:00:00,38.580999999999996,38.580999999999996
2020-10-03 08:00:00,97.26799999999999,97.26799999999999
2020-10-03 09:00:00,137.516,137.516
2020-10-03 10:00:00,139.747,139.747
2020-10-03 11:00:00,195.617,195.617
2020-10-03 12:00:00,270.707,270.707
2020-10-03 13:00:00,347.49600000000015,347.49600000000015
2020-10-03 14:00:00,269.26699999999994,269.26699999999994
2020-10-03 15:00:00,268.02000000000004,268.02000000000004
2020-10-03 16:00:00,288.841,288.841
2020-10-03 17:00:00,311.377,311.377
2020-10-03 18:00:00,341.34400000000005,341.34400000000005
2020-10-03 19:00:00,417.079,417.079
2020-10-03 20:00:00,558.578,558.578
2020-10-03 21:00:00,509.935,509.935
2020-10-03 22:00:00,594.2499999999999,594.2499999999999
2020-10-03 23:00:00,331.62200000000007,331.62200000000007
2020-10-04 00:00:00,447.83800000000014,447.83800000000014
2020-10-04 01:00:00,250.20199999999997,250.20199999999997
2020-10-04 02:00:00,76.426,76.426
2020-10-04 03:00:00,17.695,17.695
2020-10-04 04:00:00,12.254000000000001,12.254000000000001
2020-10-04 05:00:00,28.748,28.748
2020-10-04 06:00:00,79.513,79.513
2020-10-04 07:00:00,49.676,49.676
2020-10-04 08:00:00,62.343,62.343
2020-10-04 09:00:00,97.12299999999999,97.12299999999999
2020-10-04 10:00:00,67.673,67.673
2020-10-04 11:00:00,132.64700000000002,132.64700000000002
2020-10-04 12:00:00,198.701,198.701
2020-10-04 13:00:00,168.54600000000005,168.54600000000005
2020-10-04 14:00:00,200.909,200.909
2020-10-04 15:00:00,189.95,189.95
2020-10-04 16:00:00,225.011,225.011
2020-10-04 17:00:00,229.665,229.665
2020-10-04 18:00:00,227.853,227.853
2020-10-04 19:00:00,277.48100000000005,277.48100000000005
2020-10-04 20:00:00,340.63300000000004,340.63300000000004
2020-10-04 21:00:00,232.267,232.267
2020-10-04 22:00:00,260.915,260.915
2020-10-04 23:00:00,99.932,99.932
2020-10-05 00:00:00,69.525,69.525
2020-10-05 01:00:00,67.943,67.943
2020-10-05 02:00:00,16.893,16.893
2020-10-05 03:00:00,14.152,14.152
2020-10-05 04:00:00,26.39,26.39
2020-10-05 05:00:00,48.496,48.496
2020-10-05 06:00:00,37.75700000000001,37.75700000000001
2020-10-05 07:00:00,102.78499999999998,102.78499999999998
2020-10-05 08:00:00,76.23899999999999,76.23899999999999
2020-10-05 09:00:00,235.04500000000004,235.04500000000004
2020-10-05 10:00:00,241.42800000000003,241.42800000000003
2020-10-05 11:00:00,320.7190000000001,320.7190000000001
2020-10-05 12:00:00,512.901,512.901
2020-10-05 13:00:00,781.8359999999999,781.8359999999999
2020-10-05 14:00:00,744.835,744.835
2020-10-05 15:00:00,370.80400000000014,370.80400000000014
