,n_viajes_old,n_viajes
2020-07-01 00:00:00,104.456,104.456
2020-07-01 01:00:00,62.197,62.197
2020-07-01 02:00:00,57.549,57.549
2020-07-01 03:00:00,14.410999999999998,14.410999999999998
2020-07-01 04:00:00,5.0360000000000005,5.0360000000000005
2020-07-01 05:00:00,10.563,10.563
2020-07-01 06:00:00,51.76499999999999,51.76499999999999
2020-07-01 07:00:00,70.19200000000001,70.19200000000001
2020-07-01 08:00:00,35.68,35.68
2020-07-01 09:00:00,109.40100000000001,109.40100000000001
2020-07-01 10:00:00,165.605,165.605
2020-07-01 11:00:00,396.249,396.249
2020-07-01 12:00:00,430.32600000000014,430.32600000000014
2020-07-01 13:00:00,479.999,479.999
2020-07-01 14:00:00,484.43399999999986,484.43399999999986
2020-07-01 15:00:00,400.495,400.495
2020-07-01 16:00:00,339.5139999999998,339.5139999999998
2020-07-01 17:00:00,270.06699999999995,270.06699999999995
2020-07-01 18:00:00,527.0980000000002,527.0980000000002
2020-07-01 19:00:00,576.2849999999999,576.2849999999999
2020-07-01 20:00:00,682.2570000000002,682.2570000000002
2020-07-01 21:00:00,434.84,434.84
2020-07-01 22:00:00,269.306,269.306
2020-07-01 23:00:00,101.886,101.886
2020-07-02 00:00:00,96.872,96.872
2020-07-02 01:00:00,56.621,56.621
2020-07-02 02:00:00,37.569,37.569
2020-07-02 03:00:00,27.822,27.822
2020-07-02 04:00:00,35.28600000000001,35.28600000000001
2020-07-02 05:00:00,26.053,26.053
2020-07-02 06:00:00,74.233,74.233
2020-07-02 07:00:00,68.10900000000001,68.10900000000001
2020-07-02 08:00:00,71.91399999999999,71.91399999999999
2020-07-02 09:00:00,67.432,67.432
2020-07-02 10:00:00,158.588,158.588
2020-07-02 11:00:00,344.51800000000003,344.51800000000003
2020-07-02 12:00:00,465.078,465.078
2020-07-02 13:00:00,651.236,651.236
2020-07-02 14:00:00,461.0439999999999,461.0439999999999
2020-07-02 15:00:00,416.9660000000002,416.9660000000002
2020-07-02 16:00:00,252.80900000000003,252.80900000000003
2020-07-02 17:00:00,287.41700000000003,287.41700000000003
2020-07-02 18:00:00,474.69699999999995,474.69699999999995
2020-07-02 19:00:00,704.1110000000001,704.1110000000001
2020-07-02 20:00:00,563.235,563.235
2020-07-02 21:00:00,537.2259999999999,537.2259999999999
2020-07-02 22:00:00,247.922,247.922
2020-07-02 23:00:00,148.13299999999995,148.13299999999995
2020-07-03 00:00:00,62.718999999999994,62.718999999999994
2020-07-03 01:00:00,31.677,31.677
2020-07-03 02:00:00,14.105,14.105
2020-07-03 03:00:00,8.621,8.621
2020-07-03 04:00:00,6.1,6.1
2020-07-03 05:00:00,30.497,30.497
2020-07-03 06:00:00,4.439,4.439
2020-07-03 07:00:00,97.27,97.27
2020-07-03 08:00:00,76.253,76.253
2020-07-03 09:00:00,65.968,65.968
2020-07-03 10:00:00,242.58700000000007,242.58700000000007
2020-07-03 11:00:00,343.56300000000005,343.56300000000005
2020-07-03 12:00:00,376.37699999999995,376.37699999999995
2020-07-03 13:00:00,438.37800000000004,438.37800000000004
2020-07-03 14:00:00,532.0200000000002,532.0200000000002
2020-07-03 15:00:00,417.571,417.571
2020-07-03 16:00:00,274.1329999999999,274.1329999999999
2020-07-03 17:00:00,329.843,329.843
2020-07-03 18:00:00,329.1239999999999,329.1239999999999
2020-07-03 19:00:00,518.0830000000001,518.0830000000001
2020-07-03 20:00:00,426.36300000000006,426.36300000000006
2020-07-03 21:00:00,394.291,394.291
2020-07-03 22:00:00,227.975,227.975
2020-07-03 23:00:00,131.03799999999998,131.03799999999998
2020-07-04 00:00:00,131.046,131.046
2020-07-04 01:00:00,102.34799999999998,102.34799999999998
2020-07-04 02:00:00,23.846999999999998,23.846999999999998
2020-07-04 03:00:00,30.432,30.432
2020-07-04 04:00:00,64.78,64.78
2020-07-04 05:00:00,30.971,30.971
2020-07-04 06:00:00,23.744,23.744
2020-07-04 07:00:00,37.771,37.771
2020-07-04 08:00:00,36.984,36.984
2020-07-04 09:00:00,22.452,22.452
2020-07-04 10:00:00,79.75399999999998,79.75399999999998
2020-07-04 11:00:00,165.27300000000002,165.27300000000002
2020-07-04 12:00:00,263.35200000000003,263.35200000000003
2020-07-04 13:00:00,260.27200000000005,260.27200000000005
2020-07-04 14:00:00,212.82300000000004,212.82300000000004
2020-07-04 15:00:00,199.95400000000006,199.95400000000006
2020-07-04 16:00:00,142.431,142.431
2020-07-04 17:00:00,148.47799999999995,148.47799999999995
2020-07-04 18:00:00,179.05399999999997,179.05399999999997
2020-07-04 19:00:00,222.02200000000002,222.02200000000002
2020-07-04 20:00:00,292.92200000000014,292.92200000000014
2020-07-04 21:00:00,467.41,467.41
2020-07-04 22:00:00,200.97600000000003,200.97600000000003
2020-07-04 23:00:00,41.31,41.31
2020-07-05 00:00:00,235.44799999999992,235.44799999999992
2020-07-05 01:00:00,96.401,96.401
2020-07-05 02:00:00,31.258000000000003,31.258000000000003
2020-07-05 03:00:00,35.6,35.6
2020-07-05 04:00:00,14.062,14.062
2020-07-05 05:00:00,29.057,29.057
2020-07-05 06:00:00,36.978,36.978
2020-07-05 07:00:00,104.61200000000001,104.61200000000001
2020-07-05 08:00:00,38.332,38.332
2020-07-05 09:00:00,35.963,35.963
2020-07-05 10:00:00,41.445,41.445
2020-07-05 11:00:00,76.41199999999999,76.41199999999999
2020-07-05 12:00:00,131.93699999999998,131.93699999999998
2020-07-05 13:00:00,208.503,208.503
2020-07-05 14:00:00,103.63799999999999,103.63799999999999
2020-07-05 15:00:00,142.35700000000003,142.35700000000003
2020-07-05 16:00:00,135.93,135.93
2020-07-05 17:00:00,180.553,180.553
2020-07-05 18:00:00,118.21,118.21
2020-07-05 19:00:00,242.74,242.74
2020-07-05 20:00:00,193.818,193.818
2020-07-05 21:00:00,247.105,247.105
2020-07-05 22:00:00,159.095,159.095
2020-07-05 23:00:00,86.09100000000001,86.09100000000001
2020-07-06 00:00:00,45.865,45.865
2020-07-06 01:00:00,51.05,51.05
2020-07-06 02:00:00,4.285,4.285
2020-07-06 03:00:00,17.198,17.198
2020-07-06 04:00:00,12.057,12.057
2020-07-06 05:00:00,21.872000000000003,21.872000000000003
2020-07-06 06:00:00,61.23299999999999,61.23299999999999
2020-07-06 07:00:00,78.605,78.605
2020-07-06 08:00:00,51.85699999999999,51.85699999999999
2020-07-06 09:00:00,120.986,120.986
2020-07-06 10:00:00,261.476,261.476
2020-07-06 11:00:00,284.407,284.407
2020-07-06 12:00:00,473.5630000000001,473.5630000000001
2020-07-06 13:00:00,522.1619999999998,522.1619999999998
2020-07-06 14:00:00,531.5630000000001,531.5630000000001
2020-07-06 15:00:00,324.20099999999996,324.20099999999996
2020-07-06 16:00:00,169.04700000000003,169.04700000000003
2020-07-06 17:00:00,347.01999999999987,347.01999999999987
2020-07-06 18:00:00,473.787,473.787
2020-07-06 19:00:00,568.5050000000002,568.5050000000002
2020-07-06 20:00:00,511.66500000000013,511.66500000000013
2020-07-06 21:00:00,357.105,357.105
2020-07-06 22:00:00,252.882,252.882
2020-07-06 23:00:00,62.952,62.952
2020-07-07 00:00:00,60.099,60.099
2020-07-07 01:00:00,15.547,15.547
2020-07-07 02:00:00,12.097,12.097
2020-07-07 03:00:00,13.06,13.06
2020-07-07 04:00:00,30.583000000000002,30.583000000000002
2020-07-07 05:00:00,41.571999999999996,41.571999999999996
2020-07-07 06:00:00,27.564,27.564
2020-07-07 07:00:00,71.55599999999998,71.55599999999998
2020-07-07 08:00:00,55.867,55.867
2020-07-07 09:00:00,61.162,61.162
2020-07-07 10:00:00,198.68200000000002,198.68200000000002
2020-07-07 11:00:00,295.011,295.011
2020-07-07 12:00:00,400.864,400.864
2020-07-07 13:00:00,505.97199999999987,505.97199999999987
2020-07-07 14:00:00,500.59799999999984,500.59799999999984
2020-07-07 15:00:00,362.521,362.521
2020-07-07 16:00:00,280.44599999999997,280.44599999999997
2020-07-07 17:00:00,379.5630000000001,379.5630000000001
2020-07-07 18:00:00,543.6999999999998,543.6999999999998
2020-07-07 19:00:00,452.83,452.83
2020-07-07 20:00:00,507.42699999999985,507.42699999999985
2020-07-07 21:00:00,375.153,375.153
2020-07-07 22:00:00,249.99400000000003,249.99400000000003
2020-07-07 23:00:00,46.662,46.662
2020-07-08 00:00:00,57.989,57.989
2020-07-08 01:00:00,35.854,35.854
2020-07-08 02:00:00,11.775,11.775
2020-07-08 03:00:00,18.058,18.058
2020-07-08 04:00:00,15.488,15.488
2020-07-08 05:00:00,50.57100000000001,50.57100000000001
2020-07-08 06:00:00,36.524,36.524
2020-07-08 07:00:00,85.30799999999998,85.30799999999998
2020-07-08 08:00:00,86.167,86.167
2020-07-08 09:00:00,72.203,72.203
2020-07-08 10:00:00,284.653,284.653
2020-07-08 11:00:00,249.44600000000003,249.44600000000003
2020-07-08 12:00:00,309.966,309.966
2020-07-08 13:00:00,581.98,581.98
2020-07-08 14:00:00,566.2990000000002,566.2990000000002
2020-07-08 15:00:00,319.3040000000001,319.3040000000001
2020-07-08 16:00:00,288.6819999999999,288.6819999999999
2020-07-08 17:00:00,308.85200000000003,308.85200000000003
2020-07-08 18:00:00,577.393,577.393
2020-07-08 19:00:00,496.441,496.441
2020-07-08 20:00:00,637.0630000000001,637.0630000000001
2020-07-08 21:00:00,479.222,479.222
2020-07-08 22:00:00,225.229,225.229
2020-07-08 23:00:00,67.704,67.704
