,free,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,radmax,vvmed,vvmax,dvmed,prec,dewpt,dpv
2020-01-07 00:00:00,,23.7,24.0,23.2,66.8,69.4,64.3,0.0,0.0,0.6,2.2,  195.9,0.0,17.2,1.0
2020-01-07 01:00:00,,23.1,23.4,23.0,69.6,70.2,68.8,0.0,0.0,0.2,1.0,  213.8,0.0,17.3,0.9
2020-01-07 02:00:00,,22.2,23.2,21.5,72.9,74.8,69.7,0.0,0.0,0.1,0.9,  177.2,0.0,17.1,0.7
2020-01-07 03:00:00,,20.8,21.6,20.1,76.8,78.7,73.9,0.0,0.0,0.0,0.5,  179.5,0.0,16.6,0.6
2020-01-07 04:00:00,,20.4,20.8,19.8,74.7,77.4,72.6,1.7,12.9,0.2,1.0,  185.6,0.0,15.7,0.6
2020-01-07 05:00:00,,21.6,24.2,20.2,70.8,76.4,62.4,70.6,148.5,0.1,0.6,  120.7,0.0,16.0,0.8
2020-01-07 06:00:00,,24.3,25.0,23.6,62.0,64.1,59.5,248.4,352.7,0.5,1.4,    2.7,0.0,16.5,1.1
2020-01-07 07:00:00,,26.3,27.6,24.9,54.8,60.3,50.0,460.1,563.3,0.4,1.5,  357.7,0.0,16.5,1.6
2020-01-07 08:00:00,,29.0,30.5,27.4,45.8,51.6,41.2,657.7,743.7,0.6,1.7,   43.8,0.0,16.1,2.2
2020-01-07 09:00:00,,31.8,33.1,30.4,38.7,43.2,34.5,814.4,877.0,0.6,2.0,    3.7,0.0,16.0,2.9
2020-01-07 10:00:00,,34.5,36.4,32.8,31.9,37.6,26.4,927.8,973.0,0.8,2.4,   32.6,0.0,15.3,3.7
2020-01-07 11:00:00,,37.4,39.0,36.1,19.1,28.6,13.4,992.8,1003.0,0.8,2.5,  332.4,0.0,9.6,5.2
2020-01-07 12:00:00,,38.5,39.7,37.3,22.2,27.4,14.1,974.0,997.0,1.3,4.1,  127.1,0.0,12.8,5.3
2020-01-07 13:00:00,,37.7,38.2,37.2,24.8,27.7,21.0,922.8,962.0,2.0,5.5,  182.4,0.0,14.2,4.9
2020-01-07 14:00:00,,37.3,37.8,36.8,25.7,28.2,23.2,820.5,879.0,2.5,6.0,  179.8,0.0,14.4,4.7
2020-01-07 15:00:00,,36.9,37.4,36.5,22.8,26.9,17.0,683.4,758.4,2.9,6.6,  179.7,0.0,12.1,4.8
2020-01-07 16:00:00,,36.6,37.2,36.1,16.4,19.3,12.2,506.8,603.7,2.6,6.2,  173.3,0.0,7.0,5.1
2020-01-07 17:00:00,,36.8,37.3,35.8,14.3,20.4,11.6,307.3,406.0,1.9,5.3,  174.0,0.0,5.1,5.3
2020-01-07 18:00:00,,35.1,35.9,34.5,20.5,22.6,17.8,117.2,208.4,1.5,5.4,  200.2,0.0,9.1,4.5
2020-01-07 19:00:00,,32.3,34.7,30.4,29.3,35.6,18.8,8.6,38.7,0.6,2.5,  261.3,0.0,11.9,3.4
2020-01-07 20:00:00,,28.7,30.5,27.4,36.0,41.5,33.0,0.0,0.0,0.3,1.4,  193.5,0.0,12.2,2.5
2020-01-07 21:00:00,,26.0,27.5,24.8,49.2,55.9,37.7,0.0,0.0,0.2,1.0,   53.9,0.0,14.4,1.7
2020-01-07 22:00:00,,24.8,25.5,23.9,50.2,57.1,44.7,0.0,0.0,0.4,1.1,  176.9,0.0,13.7,1.6
2020-01-07 23:00:00,,23.6,24.2,23.0,51.0,52.3,49.4,0.0,0.0,0.4,0.9,  188.4,0.0,12.9,1.4
2020-01-08 00:00:00,,26.3,26.6,26.0,67.9,68.7,67.4,0.0,0.0,0.3,1.0,  189.4,0.0,19.9,1.1
2020-01-08 01:00:00,,26.2,26.6,25.9,67.2,68.7,65.9,0.0,0.0,0.3,1.0,  195.2,0.0,19.7,1.1
2020-01-08 02:00:00,,25.7,26.4,25.0,68.0,70.7,65.8,0.0,0.0,0.2,0.8,  177.3,0.0,19.4,1.1
2020-01-08 03:00:00,,25.3,25.7,24.9,70.1,72.0,68.7,0.0,0.0,0.2,0.7,  175.4,0.0,19.4,1.0
2020-01-08 04:00:00,,24.6,25.1,23.8,72.8,75.1,71.3,0.0,0.0,0.1,0.6,   62.6,0.0,19.4,0.8
2020-01-08 05:00:00,,24.5,25.5,23.7,73.9,76.4,71.1,26.0,73.1,0.2,0.8,  141.5,0.0,19.6,0.8
2020-01-08 06:00:00,,26.5,27.5,25.4,66.7,71.1,62.9,112.4,176.4,0.0,0.6,  332.5,0.0,19.8,1.2
2020-01-08 07:00:00,,29.3,30.8,27.4,57.2,63.2,52.6,276.3,455.8,0.4,2.1,  315.8,0.0,19.9,1.8
2020-01-08 08:00:00,,30.5,33.1,29.2,52.8,57.3,43.6,341.5,750.4,0.8,3.9,   52.1,0.0,19.7,2.1
2020-01-08 09:00:00,,33.2,35.2,31.2,42.9,48.7,36.8,539.7,896.0,0.7,2.6,  354.0,0.0,18.8,2.9
2020-01-08 10:00:00,,36.5,39.0,34.5,32.0,39.2,23.7,683.7,888.0,0.6,1.9,    5.9,0.0,17.1,4.2
2020-01-08 11:00:00,,39.1,41.0,37.6,21.3,26.3,17.6,855.5,911.0,0.7,2.1,   45.0,0.0,12.9,5.6
2020-01-08 12:00:00,,41.3,43.2,40.3,17.4,20.4,14.5,833.1,1059.0,0.9,2.6,   41.5,0.0,11.7,6.6
2020-01-08 13:00:00,,42.1,43.6,40.7,14.4,23.7,11.1,598.2,958.0,0.7,2.9,   37.9,0.0,9.4,7.1
2020-01-08 14:00:00,,40.0,41.5,38.4,26.4,31.2,22.4,347.7,889.0,1.3,4.3,  150.1,0.0,17.0,5.4
2020-01-08 15:00:00,,38.1,38.7,37.5,26.4,32.5,14.5,91.9,161.1,1.3,4.6,  168.5,0.0,15.1,4.9
2020-01-08 16:00:00,,39.7,41.0,37.7,19.6,29.9,13.4,354.6,530.7,1.5,5.3,  162.6,0.0,11.8,5.8
2020-01-08 17:00:00,,39.4,40.6,38.0,17.8,22.5,14.2,188.2,324.4,1.3,4.8,  243.2,0.0,10.4,5.9
2020-01-08 18:00:00,,35.7,38.1,34.3,30.4,40.9,22.0,44.5,113.9,0.5,2.9,    8.5,0.0,15.5,4.1
2020-01-08 19:00:00,,32.6,34.3,31.2,47.0,52.3,40.7,1.2,10.7,0.2,1.2,   32.1,0.0,19.8,2.6
2020-01-08 20:00:00,,30.5,31.4,29.5,54.8,58.7,50.9,0.0,0.0,0.1,1.2,   96.9,0.0,20.4,2.0
2020-01-08 21:00:00,,29.2,29.7,28.9,56.4,58.1,55.0,0.0,0.0,0.1,0.8,  156.0,0.0,19.7,1.8
2020-01-08 22:00:00,,28.8,29.1,28.2,51.3,55.5,49.5,0.0,0.0,0.4,1.3,  187.8,0.0,17.7,1.9
2020-01-08 23:00:00,,27.7,28.5,26.9,52.9,59.7,50.0,0.0,0.0,0.2,1.0,  197.4,0.0,17.3,1.8
2020-01-09 00:00:00,,19.6,20.0,19.2,71.9,73.1,70.3,0.0,0.0,0.2,0.8,  185.4,0.0,14.4,0.6
2020-01-09 01:00:00,,19.2,19.6,18.9,73.0,74.1,72.0,0.0,0.0,0.4,1.5,  189.5,0.0,14.3,0.6
2020-01-09 02:00:00,,18.5,19.0,18.1,75.5,77.3,73.6,0.0,0.0,0.2,0.9,  189.3,0.0,14.1,0.5
2020-01-09 03:00:00,,18.1,18.4,17.5,76.8,78.2,76.0,0.0,0.0,0.2,0.8,  190.3,0.0,13.9,0.5
2020-01-09 04:00:00,,17.6,17.9,17.1,78.8,80.2,78.0,0.0,0.0,0.2,0.8,  196.4,0.0,13.9,0.4
2020-01-09 05:00:00,,17.1,17.3,16.9,80.7,81.3,79.9,5.0,21.5,0.3,0.9,  189.8,0.0,13.8,0.4
2020-01-09 06:00:00,,19.1,21.5,17.1,74.7,80.7,65.2,126.1,228.1,0.2,0.7,  177.4,0.0,14.4,0.6
2020-01-09 07:00:00,,22.2,23.6,20.9,62.2,67.6,56.8,330.6,443.0,0.5,1.4,  331.5,0.0,14.6,1.0
2020-01-09 08:00:00,,24.5,25.7,23.4,54.4,58.0,50.0,541.1,683.7,0.6,1.8,  317.3,0.0,14.7,1.4
2020-01-09 09:00:00,,26.6,27.8,25.5,46.9,51.5,43.6,605.1,882.0,0.7,2.0,    1.9,0.0,14.4,1.9
2020-01-09 10:00:00,,27.6,28.4,27.0,43.0,45.7,40.4,550.0,890.0,0.9,2.9,   33.0,0.0,13.9,2.1
2020-01-09 11:00:00,,28.2,29.7,27.4,41.7,44.6,37.1,498.1,1090.0,1.0,3.3,   27.2,0.0,14.0,2.2
2020-01-09 12:00:00,,28.9,29.9,28.2,38.7,41.3,35.3,477.8,830.0,0.9,3.4,   20.6,0.0,13.5,2.4
2020-01-09 13:00:00,,28.3,29.4,27.7,39.5,42.0,36.1,281.3,460.0,1.0,3.3,   43.4,0.0,13.3,2.3
2020-01-09 14:00:00,,27.2,28.0,26.7,44.2,46.4,40.8,238.3,307.5,1.3,4.1,  123.8,0.0,14.0,2.0
2020-01-09 15:00:00,,26.4,27.2,25.9,47.0,47.9,45.6,208.7,268.8,1.4,3.9,  126.2,0.0,14.2,1.8
2020-01-09 16:00:00,,26.0,26.4,25.7,46.9,47.8,45.8,228.0,384.9,1.4,4.5,  145.1,0.0,13.8,1.8
2020-01-09 17:00:00,,25.4,26.3,24.6,48.7,51.5,45.9,102.2,335.5,1.0,3.9,  167.4,0.0,13.8,1.7
2020-01-09 18:00:00,,24.1,24.7,23.5,53.0,54.7,51.3,6.0,40.9,0.5,2.6,  130.0,0.0,13.9,1.4
2020-01-09 19:00:00,,23.5,23.8,23.2,55.1,56.4,54.3,0.0,0.0,0.3,2.0,  155.8,0.0,14.0,1.3
2020-01-09 20:00:00,,23.2,23.6,22.7,56.0,58.2,54.4,0.0,0.0,0.4,2.2,  109.5,0.0,14.0,1.2
2020-01-09 21:00:00,,22.6,23.6,21.8,58.4,61.0,54.8,0.0,0.0,0.4,1.5,   33.8,0.0,14.0,1.1
2020-01-09 22:00:00,,22.5,23.0,21.8,58.6,61.2,56.9,0.0,0.0,0.3,2.2,  131.9,0.0,14.0,1.1
2020-01-09 23:00:00,,21.7,22.0,21.5,62.4,63.2,61.0,0.0,0.0,0.1,0.8,  258.8,0.0,14.2,1.0
2020-01-10 00:00:00,,18.4,18.7,18.1,75.9,76.9,74.6,0.0,0.0,0.2,1.1,  188.7,0.0,14.1,0.5
2020-01-10 01:00:00,,18.1,18.6,17.7,76.8,78.4,75.5,0.0,0.0,0.2,0.8,  192.9,0.0,14.0,0.5
2020-01-10 02:00:00,,17.9,19.3,17.1,79.2,81.0,75.3,0.0,0.0,0.5,1.8,  197.6,0.0,14.2,0.4
2020-01-10 03:00:00,,18.3,19.4,17.4,78.1,82.3,74.4,0.0,0.0,0.1,1.2,  139.8,0.0,14.4,0.5
2020-01-10 04:00:00,,16.9,17.5,16.4,83.1,84.5,81.3,0.0,0.0,0.2,0.9,  169.9,0.0,14.0,0.3
2020-01-10 05:00:00,,16.1,16.6,15.2,84.2,85.3,83.1,0.0,0.0,0.2,1.2,  168.4,0.0,13.4,0.3
2020-01-10 06:00:00,,15.9,17.0,15.2,85.5,86.2,83.6,44.9,139.9,0.2,1.1,  190.7,0.0,13.5,0.3
2020-01-10 07:00:00,,19.6,21.8,17.0,72.4,83.7,59.9,252.0,361.5,0.2,1.1,    9.5,0.0,14.5,0.6
2020-01-10 08:00:00,,22.6,24.2,21.7,55.9,63.5,46.5,410.6,634.4,0.4,1.4,  335.4,0.0,13.3,1.2
2020-01-10 09:00:00,,25.8,28.2,24.3,38.8,47.2,29.4,468.3,692.5,0.5,1.8,  293.2,0.0,10.6,2.0
2020-01-10 10:00:00,,29.3,30.2,28.0,26.0,31.0,23.1,701.9,754.6,0.6,1.9,  322.1,0.0,7.8,3.0
2020-01-10 11:00:00,,31.0,32.7,29.5,22.4,25.1,19.5,761.0,773.8,0.7,2.3,   61.2,0.0,7.0,3.5
2020-01-10 12:00:00,,33.3,34.3,32.2,18.0,21.3,15.6,752.7,773.8,0.9,2.7,  324.3,0.0,5.8,4.2
2020-01-10 13:00:00,,33.3,34.3,32.5,15.7,18.6,14.5,684.5,728.4,1.1,3.5,  195.0,0.0,3.8,4.3
2020-01-10 14:00:00,,32.1,33.0,31.0,20.6,23.3,16.8,553.6,627.4,2.1,5.1,  172.6,0.0,6.7,3.8
2020-01-10 15:00:00,,30.9,31.7,30.1,23.2,26.1,19.5,370.3,481.3,2.3,5.4,  180.2,0.0,7.5,3.4
2020-01-10 16:00:00,,29.3,30.2,28.3,26.0,27.2,24.3,149.1,296.6,2.2,6.1,  180.3,0.0,7.8,3.0
2020-01-10 17:00:00,,27.8,28.5,27.3,27.0,28.6,25.5,18.9,55.9,2.5,6.7,  187.5,0.0,7.1,2.7
2020-01-10 18:00:00,,27.3,27.7,26.0,25.5,28.9,24.0,0.0,0.0,1.2,4.0,  210.8,0.0,5.8,2.7
2020-01-10 19:00:00,,24.1,26.1,23.1,33.5,35.9,28.8,0.0,0.0,0.4,1.8,  166.4,0.0,7.0,2.0
2020-01-10 20:00:00,,22.5,23.7,21.2,36.8,39.5,33.9,0.0,0.0,0.5,1.9,  191.0,0.0,7.0,1.7
2020-01-10 21:00:00,,20.8,21.5,20.1,39.9,41.7,37.6,0.0,0.0,0.4,1.8,  192.8,0.0,6.7,1.5
2020-01-10 22:00:00,,21.8,23.0,19.9,34.6,41.5,30.7,0.0,0.0,0.6,1.9,  195.3,0.0,5.4,1.7
2020-01-10 23:00:00,,21.7,22.7,20.9,32.2,33.8,30.3,0.0,0.0,0.7,2.0,  186.1,0.0,4.4,1.8
2020-01-11 00:00:00,,12.7,13.1,12.3,78.5,79.9,77.2,0.0,0.0,0.1,0.8,  157.4,0.0,9.0,0.3
2020-01-11 01:00:00,,12.2,12.7,11.6,79.0,81.1,76.1,0.0,0.0,0.2,1.5,  105.0,0.0,8.6,0.3
2020-01-11 02:00:00,,11.7,12.2,11.1,80.5,82.4,79.1,0.0,0.0,0.2,0.7,  159.9,0.0,8.5,0.3
2020-01-11 03:00:00,,11.2,11.4,11.1,81.0,82.1,80.0,0.0,0.0,0.2,0.8,  176.3,0.0,8.1,0.3
2020-01-11 04:00:00,,11.1,11.4,10.8,80.1,80.9,79.5,0.0,0.0,0.1,0.7,  190.6,0.0,7.8,0.3
2020-01-11 05:00:00,,10.9,11.2,10.2,81.0,82.1,80.3,0.0,0.0,0.1,0.9,  204.0,0.0,7.8,0.2
2020-01-11 06:00:00,,10.3,10.7,10.1,82.5,83.3,80.7,7.7,25.8,0.1,0.8,  166.5,0.0,7.5,0.2
2020-01-11 07:00:00,,12.2,15.5,10.0,78.1,83.9,64.4,115.5,215.3,0.1,0.7,  155.5,0.0,8.4,0.3
2020-01-11 08:00:00,,17.2,18.8,15.4,54.5,65.3,46.6,305.6,393.7,0.3,1.5,  306.8,0.0,7.9,0.9
2020-01-11 09:00:00,,20.5,22.3,18.4,41.7,48.6,35.9,465.2,529.2,0.4,1.5,  284.4,0.0,7.0,1.4
2020-01-11 10:00:00,,24.2,26.1,21.8,31.4,37.7,26.6,575.3,610.7,0.5,1.8,  323.8,0.0,6.1,2.1
2020-01-11 11:00:00,,26.6,27.5,25.9,26.0,28.4,23.5,626.1,634.2,0.6,1.8,   25.7,0.0,5.5,2.6
2020-01-11 12:00:00,,27.9,29.9,26.8,23.2,25.7,20.6,614.4,632.1,0.6,1.8,  107.3,0.0,4.9,2.9
2020-01-11 13:00:00,,29.0,29.9,28.4,21.4,22.6,19.6,539.2,586.8,0.5,1.7,   46.4,0.0,4.7,3.1
2020-01-11 14:00:00,,29.2,29.8,28.8,24.3,27.0,20.9,408.2,477.1,0.8,2.8,   34.7,0.0,6.7,3.1
2020-01-11 15:00:00,,27.6,29.0,26.5,34.1,40.3,26.8,238.0,326.7,0.8,3.8,   51.9,0.0,10.2,2.4
2020-01-11 16:00:00,,23.9,27.3,21.6,48.3,55.4,31.3,42.3,144.0,0.6,2.0,  352.7,0.0,12.2,1.6
2020-01-11 17:00:00,,19.9,21.7,18.4,60.3,65.2,55.4,0.2,4.3,0.2,1.2,  316.8,0.0,12.0,0.9
2020-01-11 18:00:00,,17.6,18.5,16.7,66.8,69.2,64.5,0.0,0.0,0.5,1.1,  193.0,0.0,11.3,0.7
2020-01-11 19:00:00,,16.2,16.9,15.5,70.2,71.9,68.5,0.0,0.0,0.4,0.9,  193.5,0.0,10.8,0.6
2020-01-11 20:00:00,,15.2,15.6,14.8,73.8,75.0,71.8,0.0,0.0,0.4,1.2,  194.0,0.0,10.6,0.5
2020-01-11 21:00:00,,14.6,15.1,14.0,75.4,76.9,74.3,0.0,0.0,0.5,1.1,  191.5,0.0,10.3,0.4
2020-01-11 22:00:00,,13.9,14.2,13.7,77.8,79.0,76.5,0.0,0.0,0.4,1.0,  190.9,0.0,10.1,0.4
2020-01-11 23:00:00,,13.5,14.0,13.1,80.9,82.9,78.5,0.0,0.0,0.3,1.0,  192.8,0.0,10.3,0.3
2020-02-07 00:00:00,,22.8,23.3,22.5,52.4,53.7,50.9,0.0,0.0,0.6,1.6,  192.7,0.0,12.6,1.3
2020-02-07 01:00:00,,22.2,23.0,21.3,52.0,55.0,50.3,0.0,0.0,0.4,1.2,  189.7,0.0,11.9,1.3
2020-02-07 02:00:00,,21.1,22.2,20.3,52.9,58.6,49.6,0.0,0.0,0.3,1.2,  191.6,0.0,11.1,1.2
2020-02-07 03:00:00,,20.4,21.0,19.7,50.3,55.2,47.4,0.0,0.0,0.3,1.4,  181.0,0.0,9.7,1.2
2020-02-07 04:00:00,,19.5,20.1,18.9,48.9,52.9,44.8,1.8,12.9,0.1,0.9,  182.5,0.0,8.4,1.2
2020-02-07 05:00:00,,20.2,21.9,19.1,46.9,51.2,42.2,69.3,144.2,0.1,0.8,  132.0,0.0,8.5,1.3
2020-02-07 06:00:00,,25.4,28.5,21.8,38.6,47.2,26.9,238.7,342.0,0.1,0.6,   73.6,0.0,10.2,2.0
2020-02-07 07:00:00,,29.4,30.5,28.1,29.2,32.7,24.9,444.4,544.0,0.5,2.0,   26.0,0.0,9.6,2.9
2020-02-07 08:00:00,,31.9,33.5,30.5,22.2,29.1,19.5,635.6,722.2,0.8,2.2,   46.9,0.0,7.7,3.7
2020-02-07 09:00:00,,33.8,34.9,32.9,20.4,24.3,18.0,793.8,857.0,0.9,2.6,   41.7,0.0,8.0,4.2
2020-02-07 10:00:00,,35.6,36.9,34.4,19.5,22.5,15.7,907.2,939.0,1.1,2.6,   37.2,0.0,8.8,4.7
2020-02-07 11:00:00,,36.5,37.8,35.4,26.4,32.8,18.7,959.0,975.0,1.5,4.4,   75.5,0.0,13.9,4.5
2020-02-07 12:00:00,,35.2,36.1,34.5,32.4,35.4,27.4,965.7,980.0,2.0,4.8,  117.9,0.0,16.2,3.9
2020-02-07 13:00:00,,34.8,35.6,34.3,31.8,35.6,27.7,918.5,956.0,2.1,6.4,  147.4,0.0,15.6,3.8
2020-02-07 14:00:00,,33.6,34.5,32.8,37.7,42.0,33.7,817.7,877.0,2.6,6.5,  168.0,0.0,17.2,3.2
2020-02-07 15:00:00,,33.0,33.5,32.3,41.7,44.4,39.7,670.5,752.1,2.3,6.3,  168.9,0.0,18.2,2.9
2020-02-07 16:00:00,,32.5,33.1,32.0,43.9,45.2,42.3,480.6,580.2,1.7,4.9,  148.1,0.0,18.7,2.7
2020-02-07 17:00:00,,31.5,32.3,30.7,46.4,48.6,44.2,283.0,382.5,1.5,4.0,  135.2,0.0,18.7,2.5
2020-02-07 18:00:00,,30.1,30.8,29.1,49.6,52.5,47.6,103.2,184.8,1.3,3.7,  122.5,0.0,18.4,2.2
2020-02-07 19:00:00,,28.2,29.1,27.4,55.2,57.9,52.5,9.7,36.5,1.2,2.9,  106.6,0.0,18.4,1.7
2020-02-07 20:00:00,,26.8,27.5,26.1,60.1,62.0,57.8,0.0,0.0,0.5,1.7,   50.0,0.0,18.4,1.4
2020-02-07 21:00:00,,25.7,26.3,25.2,63.7,65.6,61.8,0.0,0.0,0.6,2.1,   34.3,0.0,18.3,1.2
2020-02-07 22:00:00,,25.0,25.7,24.5,64.8,66.5,62.9,0.0,0.0,0.4,1.5,  166.3,0.0,18.0,1.1
2020-02-07 23:00:00,,24.4,25.1,23.9,67.1,69.1,63.9,0.0,0.0,0.3,1.3,  148.3,0.0,17.9,1.0
2020-02-08 00:00:00,,26.4,27.1,25.8,53.8,59.8,50.6,0.0,0.0,0.3,1.1,  187.8,0.0,16.3,1.6
2020-02-08 01:00:00,,25.7,26.3,24.8,56.3,60.3,54.1,0.0,0.0,0.3,1.3,  180.2,0.0,16.4,1.4
2020-02-08 02:00:00,,24.8,25.6,24.0,58.6,65.4,54.4,0.0,0.0,0.3,1.5,  197.6,0.0,16.1,1.3
2020-02-08 03:00:00,,23.7,24.6,23.0,59.7,66.3,54.4,0.0,0.0,0.3,1.1,  182.4,0.0,15.4,1.2
2020-02-08 04:00:00,,22.7,23.3,22.2,67.2,71.1,62.4,0.0,0.0,0.3,1.1,  195.5,0.0,16.3,0.9
2020-02-08 05:00:00,,23.0,23.8,22.2,67.8,71.9,63.7,17.9,64.5,0.2,1.1,  201.6,0.0,16.8,0.9
2020-02-08 06:00:00,,25.3,27.2,23.6,62.2,66.2,59.4,164.3,275.4,0.4,2.3,   69.4,0.0,17.5,1.2
2020-02-08 07:00:00,,28.1,29.3,27.1,62.0,65.1,57.7,365.2,464.4,0.5,1.5,   20.4,0.0,20.1,1.4
2020-02-08 08:00:00,,30.7,32.4,29.3,54.5,62.4,48.7,555.6,647.0,0.5,1.5,   40.0,0.0,20.5,2.0
2020-02-08 09:00:00,,33.9,35.9,32.0,40.1,50.2,32.0,718.0,780.1,0.7,2.2,   35.9,0.0,18.3,3.2
2020-02-08 10:00:00,,36.0,37.3,35.3,35.6,39.2,31.2,825.7,862.0,0.9,3.0,   44.3,0.0,18.4,3.8
2020-02-08 11:00:00,,36.2,37.3,35.1,33.6,37.0,31.5,897.3,924.0,1.7,5.0,  124.2,0.0,17.6,4.0
2020-02-08 12:00:00,,35.6,36.4,34.4,34.4,36.6,32.6,914.8,926.0,2.1,6.0,  129.5,0.0,17.5,3.8
2020-02-08 13:00:00,,35.0,35.7,34.3,34.6,36.5,32.5,868.2,907.0,2.1,6.4,  129.7,0.0,17.1,3.7
2020-02-08 14:00:00,,34.3,35.0,33.8,37.7,40.7,34.3,763.0,827.0,2.2,6.6,  145.0,0.0,17.8,3.4
2020-02-08 15:00:00,,34.3,35.0,33.6,40.8,43.6,37.6,604.0,689.7,1.6,5.8,  124.5,0.0,19.1,3.2
2020-02-08 16:00:00,,34.8,35.3,34.4,39.1,41.1,35.8,419.8,517.8,1.3,3.6,   72.4,0.0,18.8,3.4
2020-02-08 17:00:00,,34.4,35.2,33.6,37.3,40.3,34.9,221.3,322.3,1.1,3.6,  100.0,0.0,17.7,3.4
2020-02-08 18:00:00,,32.2,33.6,30.6,45.5,52.8,39.9,59.4,128.9,1.4,4.5,   65.3,0.0,18.9,2.6
2020-02-08 19:00:00,,30.1,30.6,29.6,53.1,54.8,51.0,0.9,10.8,1.4,3.3,   86.7,0.0,19.5,2.0
2020-02-08 20:00:00,,29.4,29.8,28.6,53.1,57.4,50.2,0.0,0.0,0.7,2.8,  114.1,0.0,18.8,1.9
2020-02-08 21:00:00,,27.9,28.7,27.4,62.8,65.4,57.4,0.0,0.0,0.8,3.5,  119.9,0.0,20.1,1.4
2020-02-08 22:00:00,,27.1,27.6,26.6,64.6,66.5,63.2,0.0,0.0,0.2,1.0,  142.9,0.0,19.8,1.3
2020-02-08 23:00:00,,26.5,27.0,25.6,67.2,71.0,65.4,0.0,0.0,0.3,1.2,  175.1,0.0,19.9,1.1
2020-02-09 00:00:00,,21.1,21.7,20.7,64.3,65.3,63.0,0.0,0.0,0.3,1.0,  181.8,0.0,14.1,0.9
2020-02-09 01:00:00,,20.9,21.1,20.6,65.0,66.3,64.3,0.0,0.0,0.2,1.0,  173.7,0.0,14.1,0.9
2020-02-09 02:00:00,,20.4,20.7,20.1,67.4,68.6,66.1,0.0,0.0,0.1,0.6,  188.6,0.0,14.2,0.8
2020-02-09 03:00:00,,20.1,20.6,19.8,69.0,70.6,67.0,0.0,0.0,0.1,0.8,  180.9,0.0,14.2,0.7
2020-02-09 04:00:00,,19.8,20.1,19.7,70.7,71.8,69.7,0.0,0.0,0.2,1.0,  171.2,0.0,14.4,0.7
2020-02-09 05:00:00,,19.7,20.1,19.5,70.6,71.1,69.4,4.4,25.8,0.3,0.9,  193.8,0.0,14.2,0.7
2020-02-09 06:00:00,,21.3,23.1,19.6,66.0,71.2,59.2,125.6,223.7,0.2,1.0,   87.5,0.0,14.6,0.9
2020-02-09 07:00:00,,24.1,25.4,22.8,55.6,60.0,51.0,329.1,445.1,0.4,1.4,   11.5,0.0,14.7,1.3
2020-02-09 08:00:00,,26.2,27.1,25.3,48.9,52.3,46.1,521.5,627.8,0.6,2.5,   61.2,0.0,14.6,1.7
2020-02-09 09:00:00,,28.2,29.4,26.6,42.7,47.7,36.5,629.2,832.0,1.1,3.3,   24.3,0.0,14.3,2.2
2020-02-09 10:00:00,,28.7,29.9,27.6,38.4,42.3,33.8,486.0,972.0,1.1,3.8,   30.7,0.0,13.1,2.4
2020-02-09 11:00:00,,28.3,30.1,27.2,40.4,44.5,34.6,519.2,1094.0,1.3,3.9,  116.2,0.0,13.5,2.3
2020-02-09 12:00:00,,29.7,30.5,28.7,35.2,38.6,33.6,917.4,1066.0,1.6,4.5,  135.0,0.0,12.7,2.7
2020-02-09 13:00:00,,29.7,30.4,29.0,35.2,38.3,31.5,842.7,944.0,2.0,5.1,  121.1,0.0,12.7,2.7
2020-02-09 14:00:00,,29.9,30.5,29.3,30.5,33.3,28.4,768.9,836.0,2.1,5.1,  104.8,0.0,10.7,2.9
2020-02-09 15:00:00,,28.7,30.1,28.0,34.8,37.3,29.5,466.4,808.0,2.0,7.0,  114.2,0.0,11.6,2.6
2020-02-09 16:00:00,,28.2,28.8,27.5,36.3,40.3,33.2,351.3,460.0,1.8,5.0,  114.8,0.0,11.9,2.4
2020-02-09 17:00:00,,27.3,28.1,26.4,40.5,45.2,35.3,133.4,249.3,1.4,4.0,  113.9,0.0,12.7,2.2
2020-02-09 18:00:00,,25.6,26.5,25.0,49.3,52.7,45.1,8.4,40.9,1.0,3.6,  102.8,0.0,14.2,1.7
2020-02-09 19:00:00,,24.7,25.1,24.1,54.9,58.4,52.5,0.0,0.0,0.9,3.3,  112.2,0.0,15.1,1.4
2020-02-09 20:00:00,,23.8,24.3,23.4,60.0,62.0,57.7,0.0,0.0,0.4,1.9,   72.6,0.0,15.6,1.2
2020-02-09 21:00:00,,23.1,23.8,22.0,62.8,66.2,60.8,0.0,0.0,0.3,1.4,  161.8,0.0,15.6,1.1
2020-02-09 22:00:00,,21.7,22.1,21.2,67.8,69.6,66.1,0.0,0.0,0.4,1.0,  185.1,0.0,15.5,0.8
2020-02-09 23:00:00,,21.0,21.4,20.7,70.3,71.6,69.1,0.0,0.0,0.3,1.1,  187.1,0.0,15.4,0.7
2020-02-10 00:00:00,,21.1,22.0,20.0,34.7,38.2,32.4,0.0,0.0,0.6,2.0,  193.5,0.0,4.9,1.6
2020-02-10 01:00:00,,19.9,20.5,19.2,39.6,42.7,37.3,0.0,0.0,0.6,1.6,  190.0,0.0,5.7,1.4
2020-02-10 02:00:00,,19.0,20.2,17.9,43.8,47.7,39.6,0.0,0.0,0.5,1.9,  202.4,0.0,6.4,1.2
2020-02-10 03:00:00,,18.4,19.3,17.6,47.0,49.9,43.5,0.0,0.0,0.5,2.1,  182.6,0.0,6.8,1.1
