,free,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,radmax,vvmed,vvmax,dvmed,prec,dewpt,dpv
2020-09-23 05:00:00,,18.2,18.7,17.9,69.8,72.4,67.5,0.4,2.2,0.1,0.7,  191.4,0.0,12.6,0.6
2020-09-23 06:00:00,,18.4,19.2,18.0,69.2,70.0,67.8,42.7,96.8,0.2,0.9,  173.7,0.0,12.7,0.7
2020-09-23 07:00:00,,20.7,22.2,19.2,65.0,69.6,57.5,158.4,288.3,0.1,0.7,  357.3,0.0,13.8,0.9
2020-09-23 08:00:00,,23.7,24.5,22.0,50.1,58.5,45.0,256.0,374.3,0.3,1.1,  268.7,0.0,12.6,1.5
2020-09-23 09:00:00,,25.2,25.9,24.4,42.4,48.3,37.1,292.8,490.3,0.3,1.2,  234.9,0.0,11.5,1.8
2020-09-23 10:00:00,,28.6,30.7,25.8,30.7,38.0,25.4,619.4,877.0,0.5,1.7,  324.1,0.0,9.6,2.7
2020-09-23 11:00:00,,31.3,33.4,30.1,24.9,27.0,21.9,759.6,935.0,0.8,2.2,   23.9,0.0,8.8,3.4
2020-09-23 12:00:00,,33.2,34.1,32.4,21.9,23.6,19.8,801.7,864.0,1.0,3.2,   61.2,0.0,8.6,4.0
2020-09-23 13:00:00,,32.7,33.3,32.2,23.2,24.8,22.0,720.9,769.2,1.3,4.7,  138.5,0.0,9.0,3.8
2020-09-23 14:00:00,,32.2,33.4,30.8,26.4,30.6,22.4,446.5,666.1,1.5,4.5,  125.4,0.0,10.4,3.5
2020-09-23 15:00:00,,30.2,31.3,29.8,33.0,34.5,29.1,317.0,599.5,2.1,6.5,  167.4,0.0,12.1,2.9
2020-09-23 16:00:00,,30.3,30.6,29.9,28.6,33.0,25.4,214.2,328.9,1.8,5.6,  185.6,0.0,10.0,3.1
2020-09-23 17:00:00,,29.2,30.3,28.2,31.2,34.2,27.5,49.6,124.7,1.8,4.5,  181.8,0.0,10.4,2.8
2020-09-23 18:00:00,,27.6,28.3,26.8,34.4,36.9,32.5,0.0,0.0,1.2,4.5,  217.2,0.0,10.5,2.4
2020-09-23 19:00:00,,25.0,26.9,23.8,42.4,45.8,36.0,0.0,0.0,0.3,1.5,  200.1,0.0,11.4,1.8
2020-09-23 20:00:00,,23.5,24.0,23.2,45.1,46.4,44.1,0.0,0.0,0.6,1.7,  187.9,0.0,11.0,1.6
2020-09-23 21:00:00,,23.2,23.6,22.7,46.8,48.2,45.1,0.0,0.0,0.4,1.3,  190.8,0.0,11.2,1.5
2020-09-23 22:00:00,,23.1,24.4,22.4,47.6,50.9,41.8,0.0,0.0,0.5,2.1,  187.5,0.0,11.4,1.5
2020-09-23 23:00:00,,24.8,26.2,24.0,39.9,43.0,35.1,0.0,0.0,0.6,2.2,  221.2,0.0,10.3,1.9
2020-09-24 00:00:00,,25.0,26.1,24.5,39.2,41.2,35.1,0.0,0.0,0.4,1.3,  199.3,0.0,10.1,1.9
2020-09-24 01:00:00,,24.6,24.9,24.1,40.1,42.0,38.9,0.0,0.0,0.5,1.5,  195.4,0.0,10.2,1.9
2020-09-24 02:00:00,,22.9,24.2,21.6,47.0,51.6,41.9,0.0,0.0,0.2,0.9,  183.9,0.0,10.9,1.5
2020-09-24 03:00:00,,21.5,22.0,21.0,52.1,54.1,50.4,0.0,0.0,0.4,1.4,  184.9,0.0,11.3,1.2
2020-09-24 04:00:00,,21.4,22.0,21.0,52.5,53.7,50.4,0.0,0.0,0.6,1.6,  192.8,0.0,11.3,1.2
2020-09-24 05:00:00,,21.0,21.5,20.5,54.6,56.8,52.1,0.9,8.6,0.4,1.3,  201.9,0.0,11.5,1.1
2020-09-24 06:00:00,,21.1,22.8,20.4,56.6,60.1,51.2,59.8,111.9,0.2,1.0,  177.7,0.0,12.2,1.1
2020-09-24 07:00:00,,23.6,24.8,22.7,51.3,53.7,48.6,123.7,213.0,0.1,0.8,  350.5,0.0,13.0,1.4
2020-09-24 08:00:00,,25.7,26.6,24.7,43.0,48.7,39.3,195.4,311.8,0.3,1.1,  314.2,0.0,12.2,1.9
2020-09-24 09:00:00,,27.5,28.8,25.7,38.1,45.7,33.5,448.6,866.0,0.5,1.7,  317.9,0.0,11.9,2.3
2020-09-24 10:00:00,,29.5,31.0,28.5,32.3,34.6,29.3,589.7,954.0,0.7,1.8,   17.3,0.0,11.2,2.8
2020-09-24 11:00:00,,31.5,33.4,30.0,28.3,30.8,24.6,733.5,879.0,0.7,2.1,  333.5,0.0,10.9,3.3
2020-09-24 12:00:00,,33.8,34.4,33.1,24.0,25.9,22.3,760.2,786.7,0.9,3.0,    5.1,0.0,10.4,4.0
2020-09-24 13:00:00,,34.6,35.7,33.3,21.6,23.6,19.4,578.2,749.9,0.9,2.8,  354.3,0.0,9.5,4.3
2020-09-24 14:00:00,,33.8,34.7,32.8,22.6,24.5,21.1,324.1,627.4,0.5,2.4,   46.0,0.0,9.5,4.1
2020-09-24 15:00:00,,33.3,33.9,32.9,18.7,24.4,16.2,81.7,139.7,2.0,6.0,  266.0,0.0,6.3,4.2
2020-09-24 16:00:00,,32.6,33.0,32.4,18.6,19.2,17.9,54.6,90.3,2.1,6.2,  276.9,0.0,5.7,4.0
2020-09-24 17:00:00,,32.2,32.8,31.6,18.5,19.8,17.6,45.7,92.4,2.0,6.6,  280.1,0.0,5.3,3.9
2020-09-24 18:00:00,,31.3,31.8,30.7,20.6,22.4,19.4,0.0,0.0,1.7,5.9,  287.5,0.0,6.1,3.6
2020-09-24 19:00:00,,29.6,30.8,28.3,25.8,29.7,22.3,0.0,0.0,1.1,4.1,  304.2,0.0,7.9,3.1
2020-09-24 20:00:00,,28.1,28.4,27.8,30.8,31.4,29.7,0.0,0.0,0.9,3.4,  313.2,0.0,9.3,2.6
2020-09-24 21:00:00,,27.6,28.0,27.1,31.8,32.9,31.1,0.0,0.0,0.6,2.9,  260.1,0.0,9.3,2.5
2020-09-24 22:00:00,,26.8,27.3,25.9,33.6,36.5,32.3,0.0,0.0,0.3,1.5,  167.7,0.0,9.4,2.3
2020-09-24 23:00:00,,25.8,26.3,24.8,36.6,39.7,34.8,0.0,0.0,0.3,1.3,  156.9,0.0,9.9,2.1
2020-09-25 00:00:00,,25.9,26.7,24.7,35.8,40.4,33.9,0.0,0.0,0.6,2.2,  185.5,0.0,9.6,2.2
2020-09-25 01:00:00,,24.6,26.0,22.9,40.2,45.7,35.2,0.0,0.0,0.5,1.6,  189.9,0.0,10.1,1.9
2020-09-25 02:00:00,,22.4,23.1,21.9,48.0,49.4,45.7,0.0,0.0,0.4,1.6,  171.9,0.0,10.8,1.4
2020-09-25 03:00:00,,22.4,23.5,21.7,48.9,51.5,45.2,0.0,0.0,0.4,1.4,  156.4,0.0,11.2,1.4
2020-09-25 04:00:00,,23.7,24.5,22.8,44.1,47.7,40.9,0.0,0.0,0.8,2.0,  214.7,0.0,10.7,1.6
2020-09-25 05:00:00,,22.1,23.7,21.1,49.7,53.2,43.8,0.4,6.5,0.3,1.8,  172.4,0.0,11.1,1.3
2020-09-25 06:00:00,,21.9,22.7,21.2,51.2,54.3,47.7,50.3,105.4,0.3,1.6,  186.4,0.0,11.4,1.3
2020-09-25 07:00:00,,24.1,25.0,22.1,41.9,51.5,34.3,184.1,251.7,0.2,1.3,   57.1,0.0,10.2,1.8
2020-09-25 08:00:00,,25.9,27.0,24.9,31.1,35.7,28.4,350.3,574.2,0.9,3.0,   21.9,0.0,7.5,2.3
2020-09-25 09:00:00,,26.9,27.7,25.6,28.8,31.6,25.2,625.0,795.5,1.6,4.0,  355.4,0.0,7.2,2.5
2020-09-25 10:00:00,,27.4,28.3,26.6,24.9,26.4,22.5,648.8,866.0,1.6,4.0,    3.4,0.0,5.6,2.7
2020-09-25 11:00:00,,28.5,29.3,27.9,22.8,24.3,20.8,804.7,841.0,1.8,4.9,  353.9,0.0,5.2,3.0
2020-09-25 12:00:00,,28.9,29.6,28.2,21.7,23.0,19.8,777.7,856.0,2.0,4.6,  352.7,0.0,4.8,3.1
2020-09-25 13:00:00,,29.4,29.9,29.0,20.2,21.6,19.0,712.8,806.0,1.7,4.6,    3.0,0.0,4.3,3.3
2020-09-25 14:00:00,,29.5,30.3,29.1,19.4,20.7,18.1,561.1,685.7,1.7,4.7,  348.7,0.0,3.7,3.3
2020-09-25 15:00:00,,29.1,29.7,28.5,18.4,19.6,17.3,394.3,485.8,1.7,4.7,   11.3,0.0,2.6,3.3
2020-09-25 16:00:00,,27.7,28.6,26.5,18.9,20.0,17.5,215.4,335.3,1.7,4.9,  355.7,0.0,1.9,3.0
2020-09-25 17:00:00,,25.7,26.7,24.5,18.8,19.8,17.8,48.7,122.6,1.0,3.3,  347.2,0.0,0.2,2.7
2020-09-25 18:00:00,,23.7,24.6,23.1,18.6,19.9,17.9,0.0,0.0,0.3,1.8,  302.6,0.0,-1.5,2.4
2020-09-25 19:00:00,,23.1,23.5,22.8,18.1,18.8,17.3,0.0,0.0,0.5,2.2,  281.6,0.0,-2.4,2.3
2020-09-25 20:00:00,,22.7,23.2,22.2,19.5,20.7,18.0,0.0,0.0,0.9,3.2,  272.5,0.0,-1.8,2.2
2020-09-25 21:00:00,,21.6,22.3,21.1,22.4,23.3,20.5,0.0,0.0,0.5,2.0,  249.8,0.0,-0.8,2.0
2020-09-25 22:00:00,,20.4,21.5,19.7,25.1,26.8,22.6,0.0,0.0,0.4,2.2,  251.7,0.0,-0.2,1.8
2020-09-25 23:00:00,,19.1,20.0,18.5,28.6,29.9,26.5,0.0,0.0,0.5,1.7,  218.3,0.0,0.5,1.6
2020-09-26 00:00:00,,19.7,20.2,19.3,26.8,28.2,25.7,0.0,0.0,0.6,3.0,  272.0,0.0,0.1,1.7
2020-09-26 01:00:00,,18.9,20.0,17.4,28.3,31.5,25.7,0.0,0.0,0.6,2.1,  237.8,0.0,0.1,1.6
2020-09-26 02:00:00,,17.8,18.4,16.8,30.2,32.8,28.8,0.0,0.0,0.7,1.8,  189.6,0.0,0.1,1.4
2020-09-26 03:00:00,,16.9,17.8,16.5,32.6,34.0,30.8,0.0,0.0,0.6,1.7,  203.9,0.0,0.4,1.3
2020-09-26 04:00:00,,16.0,17.2,15.2,35.6,38.9,32.4,0.0,0.0,0.3,1.5,  344.5,0.0,0.8,1.2
2020-09-26 05:00:00,,16.6,17.2,15.6,33.8,36.4,32.1,0.1,2.2,0.3,2.2,   44.4,0.0,0.6,1.2
2020-09-26 06:00:00,,16.2,18.3,15.4,36.6,38.8,32.1,53.2,146.4,0.2,1.5,  173.7,0.0,1.4,1.2
2020-09-26 07:00:00,,19.4,20.3,18.1,30.8,33.7,28.0,272.6,380.8,0.7,3.0,  355.8,0.0,1.7,1.6
2020-09-26 08:00:00,,21.0,21.9,20.0,26.3,29.2,23.5,480.4,572.2,1.6,4.4,  337.5,0.0,0.9,1.8
2020-09-26 09:00:00,,22.5,23.5,21.4,22.6,24.7,20.1,647.3,722.6,1.7,4.9,  341.8,0.0,0.1,2.1
2020-09-26 10:00:00,,24.0,25.0,22.9,19.9,21.9,17.6,764.5,809.0,1.8,5.6,  342.7,0.0,-0.4,2.4
2020-09-26 11:00:00,,25.5,26.1,24.7,18.0,19.5,16.6,819.8,830.0,1.9,5.6,  332.9,0.0,-0.6,2.7
2020-09-26 12:00:00,,26.8,28.0,25.6,16.4,18.7,14.9,812.0,830.0,1.6,4.7,  318.5,0.0,-0.8,3.0
2020-09-26 13:00:00,,27.9,28.7,27.3,15.4,16.6,14.4,749.9,797.7,1.6,4.4,  334.1,0.0,-0.8,3.2
2020-09-26 14:00:00,,28.5,29.2,27.9,15.2,16.2,14.3,597.7,720.0,1.2,4.2,  341.6,0.0,-0.5,3.3
2020-09-26 15:00:00,,28.6,29.0,28.2,15.4,16.6,14.7,419.4,537.3,0.8,3.4,  340.6,0.0,-0.2,3.3
2020-09-26 16:00:00,,28.0,29.0,25.7,16.3,20.6,14.7,203.8,339.6,0.6,3.0,  250.9,0.0,0.0,3.2
2020-09-26 17:00:00,,24.4,25.8,23.6,23.7,26.3,20.4,32.0,92.4,1.5,3.6,  186.1,0.0,2.4,2.3
2020-09-26 18:00:00,,22.6,23.7,21.2,28.9,32.0,26.1,0.0,0.0,0.5,2.6,  206.6,0.0,3.7,2.0
2020-09-26 19:00:00,,20.7,21.7,19.8,33.2,35.5,30.7,0.0,0.0,0.4,1.3,  179.4,0.0,3.9,1.6
2020-09-26 20:00:00,,19.2,20.0,18.8,36.8,38.3,34.7,0.0,0.0,0.4,1.4,  183.8,0.0,4.1,1.4
2020-09-26 21:00:00,,18.1,18.9,17.5,40.7,42.8,38.1,0.0,0.0,0.4,0.9,  179.0,0.0,4.6,1.2
2020-09-26 22:00:00,,17.4,18.2,16.7,44.7,49.4,42.3,0.0,0.0,0.4,1.7,  184.2,0.0,5.2,1.1
2020-09-26 23:00:00,,17.3,18.5,16.4,48.1,49.9,43.8,0.0,0.0,0.4,1.5,  186.2,0.0,6.2,1.0
2020-09-27 00:00:00,,18.3,19.5,17.1,40.9,47.0,35.3,0.0,0.0,0.5,1.3,  207.2,0.0,4.7,1.2
2020-09-27 01:00:00,,17.6,18.3,16.7,40.9,44.2,37.1,0.0,0.0,0.4,1.5,  190.1,0.0,4.2,1.2
2020-09-27 02:00:00,,19.3,20.9,16.7,36.3,47.4,30.6,0.0,0.0,0.7,2.8,  230.3,0.0,3.8,1.4
2020-09-27 03:00:00,,17.1,19.5,16.4,45.3,48.9,37.9,0.0,0.0,0.4,1.4,  175.5,0.0,5.2,1.1
2020-09-27 04:00:00,,19.2,20.0,17.5,34.6,41.3,32.3,0.0,0.0,0.9,4.2,  218.0,0.0,3.2,1.5
2020-09-27 05:00:00,,17.5,19.0,15.9,40.3,45.7,34.7,0.2,4.3,0.3,1.8,  227.5,0.0,3.8,1.2
2020-09-27 06:00:00,,19.2,22.0,17.1,38.2,43.7,33.0,54.0,155.0,0.8,4.3,  259.4,0.0,4.6,1.4
2020-09-27 07:00:00,,22.5,23.1,21.8,33.9,35.7,32.4,260.8,367.9,1.0,5.1,  315.2,0.0,5.8,1.8
2020-09-27 08:00:00,,23.6,24.9,22.7,34.2,35.4,32.1,465.4,548.4,1.7,5.4,  322.4,0.0,6.9,1.9
2020-09-27 09:00:00,,25.7,26.7,24.7,30.5,33.0,28.2,631.7,698.8,1.6,6.4,  329.9,0.0,7.1,2.3
2020-09-27 10:00:00,,27.0,27.9,25.9,26.6,29.8,23.3,758.1,799.8,2.0,5.2,  328.4,0.0,6.2,2.6
2020-09-27 11:00:00,,28.3,29.0,27.3,21.1,24.6,17.5,820.7,834.0,1.9,5.5,  326.9,0.0,3.9,3.0
2020-09-27 12:00:00,,29.6,30.6,28.4,15.1,19.3,13.4,816.5,834.0,1.5,5.0,  342.9,0.0,0.3,3.5
2020-09-27 13:00:00,,30.0,30.7,29.2,13.6,14.8,12.2,746.7,791.0,1.2,4.0,  308.4,0.0,-0.8,3.7
2020-09-27 14:00:00,,28.7,30.3,25.6,19.7,33.2,12.7,617.6,696.4,1.6,5.8,  326.8,0.0,2.3,3.2
2020-09-27 15:00:00,,25.6,26.3,24.7,35.2,39.1,32.9,429.9,526.6,1.9,5.2,  131.9,0.0,9.1,2.1
2020-09-27 16:00:00,,24.1,25.0,23.5,41.7,43.9,38.5,218.7,331.1,2.0,6.2,  119.4,0.0,10.3,1.7
2020-09-27 17:00:00,,22.7,23.7,22.1,47.7,50.5,43.9,27.8,118.3,1.4,5.0,  117.6,0.0,11.1,1.4
2020-09-27 18:00:00,,21.7,22.2,21.0,52.0,54.8,50.3,0.0,0.0,1.0,3.6,  152.7,0.0,11.5,1.3
2020-09-27 19:00:00,,20.5,21.2,19.4,56.7,60.4,54.7,0.0,0.0,0.3,2.6,  350.8,0.0,11.6,1.0
2020-09-27 20:00:00,,18.9,19.4,18.5,62.0,63.6,60.3,0.0,0.0,0.2,0.8,  152.0,0.0,11.5,0.8
2020-09-27 21:00:00,,18.0,18.6,17.5,65.8,68.4,63.3,0.0,0.0,0.2,0.9,  175.4,0.0,11.5,0.7
2020-09-27 22:00:00,,17.6,18.3,16.8,68.4,71.7,65.5,0.0,0.0,0.4,1.2,  186.1,0.0,11.7,0.6
2020-09-27 23:00:00,,16.7,17.1,16.2,70.8,73.1,69.2,0.0,0.0,0.6,1.8,  190.3,0.0,11.4,0.6
2020-09-28 00:00:00,,15.8,16.4,14.9,74.0,76.2,71.9,0.0,0.0,0.3,1.1,  207.4,0.0,11.1,0.5
2020-09-28 01:00:00,,15.0,15.2,14.7,76.8,77.5,76.0,0.0,0.0,0.4,1.0,  190.5,0.0,11.0,0.4
2020-09-28 02:00:00,,14.2,14.9,13.7,78.7,80.8,76.3,0.0,0.0,0.1,1.1,  105.1,0.0,10.6,0.3
2020-09-28 03:00:00,,13.8,14.2,13.3,80.0,81.6,79.0,0.0,0.0,0.3,1.2,  183.6,0.0,10.4,0.3
2020-09-28 04:00:00,,13.1,13.5,12.5,81.7,82.4,80.7,0.0,0.0,0.1,0.8,  172.7,0.0,10.0,0.3
2020-09-28 05:00:00,,13.5,14.2,12.7,67.5,81.5,58.6,0.1,2.2,0.4,1.5,  194.8,0.0,7.5,0.5
2020-09-28 06:00:00,,13.7,15.8,12.6,58.1,62.3,49.1,53.4,163.6,0.3,1.2,  199.3,0.0,5.5,0.7
2020-09-28 07:00:00,,19.2,21.2,15.7,38.4,49.2,30.1,271.7,378.7,0.3,0.8,   70.0,0.0,4.5,1.4
2020-09-28 08:00:00,,22.0,22.7,21.0,28.2,31.5,26.0,477.0,567.8,0.6,1.8,   36.6,0.0,2.8,1.9
2020-09-28 09:00:00,,23.3,24.1,22.2,25.2,28.0,22.3,645.1,716.1,0.7,2.0,  297.2,0.0,2.2,2.1
2020-09-28 10:00:00,,25.3,27.2,23.5,21.2,24.1,17.7,761.3,797.8,0.6,1.9,  220.5,0.0,1.5,2.5
2020-09-28 11:00:00,,27.8,28.8,26.3,17.1,20.3,14.5,815.0,826.0,0.8,2.6,  312.3,0.0,0.5,3.1
2020-09-28 12:00:00,,29.9,30.9,28.2,14.1,16.4,12.5,809.9,826.0,0.8,2.5,  314.8,0.0,-0.5,3.6
2020-09-28 13:00:00,,31.0,32.0,29.9,12.7,19.8,11.3,740.9,791.0,0.9,3.8,    5.1,0.0,-1.1,3.9
2020-09-28 14:00:00,,29.5,30.2,29.1,21.7,23.6,19.9,598.6,679.1,1.8,5.4,   74.0,0.0,5.3,3.2
2020-09-28 15:00:00,,28.3,29.8,27.4,27.4,31.6,20.0,419.5,513.7,1.8,5.0,  135.2,0.0,7.7,2.8
2020-09-28 16:00:00,,26.7,28.2,25.8,35.4,40.9,30.2,211.3,318.1,2.0,6.7,  160.4,0.0,10.1,2.3
2020-09-28 17:00:00,,24.7,25.9,23.9,43.6,45.1,40.2,37.4,111.8,1.5,4.8,  154.2,0.0,11.6,1.8
2020-09-28 18:00:00,,23.0,24.1,22.3,49.3,52.9,43.9,0.0,0.0,0.6,2.3,   65.1,0.0,11.8,1.4
2020-09-28 19:00:00,,21.0,22.4,19.8,57.0,61.6,52.7,0.0,0.0,0.3,1.4,   35.6,0.0,12.1,1.1
2020-09-28 20:00:00,,19.1,20.2,18.2,62.5,65.3,60.4,0.0,0.0,0.2,1.2,  168.9,0.0,11.7,0.8
2020-09-28 21:00:00,,18.1,18.5,17.6,64.9,67.0,63.8,0.0,0.0,0.6,1.5,  195.8,0.0,11.4,0.7
2020-09-28 22:00:00,,17.5,18.0,17.1,67.4,68.7,66.5,0.0,0.0,0.4,1.1,  192.7,0.0,11.4,0.7
2020-09-28 23:00:00,,16.7,17.3,16.4,70.7,72.5,68.1,0.0,0.0,0.5,1.3,  190.6,0.0,11.4,0.6
2020-09-29 00:00:00,,16.3,16.6,15.8,71.9,72.8,71.4,0.0,0.0,0.4,1.1,  190.5,0.0,11.2,0.5
2020-09-29 01:00:00,,15.6,16.0,15.1,73.7,75.2,72.4,0.0,0.0,0.3,1.2,  194.4,0.0,10.9,0.5
2020-09-29 02:00:00,,15.1,15.3,14.8,76.2,77.4,74.8,0.0,0.0,0.3,1.0,  190.8,0.0,10.9,0.4
2020-09-29 03:00:00,,15.2,15.5,14.8,75.8,77.5,74.7,0.0,0.0,0.3,1.1,  205.2,0.0,11.0,0.4
2020-09-29 04:00:00,,14.9,15.2,14.5,77.7,79.3,76.7,0.0,0.0,0.2,0.7,  206.6,0.0,11.0,0.4
2020-09-29 05:00:00,,15.0,15.5,14.6,76.8,79.1,75.6,0.4,2.2,0.0,0.5,  137.0,0.0,11.0,0.4
2020-09-29 06:00:00,,15.3,17.1,14.5,76.9,79.4,71.3,55.9,221.7,0.2,0.9,  176.6,0.0,11.3,0.4
2020-09-29 07:00:00,,18.4,19.1,17.1,61.3,71.3,58.1,173.6,305.5,0.5,1.6,  318.0,0.0,10.8,0.8
2020-09-29 08:00:00,,20.6,22.3,19.1,54.3,59.3,50.1,350.9,580.8,0.5,1.9,  305.5,0.0,11.0,1.1
2020-09-29 09:00:00,175.91387559808612,23.2,24.5,22.1,50.5,53.2,48.8,628.3,684.0,0.6,1.8,  314.4,0.0,12.4,1.4
2020-09-29 10:00:00,203.24436090225564,25.5,26.4,24.1,46.2,50.3,42.9,734.6,776.2,1.1,2.9,   24.6,0.0,13.1,1.8
2020-09-29 11:00:00,284.3383458646616,27.0,27.8,26.1,40.9,45.2,38.2,787.0,802.0,1.3,3.5,   45.9,0.0,12.5,2.1
2020-09-29 12:00:00,371.9565217391304,27.7,28.5,27.2,35.7,39.4,32.7,790.7,802.0,2.0,5.3,   47.1,0.0,11.2,2.4
2020-09-29 13:00:00,412.0636363636364,27.9,29.2,27.2,34.9,37.8,32.2,709.3,769.5,1.9,4.7,   55.4,0.0,11.0,2.5
2020-09-29 14:00:00,358.1546840958606,27.4,28.1,26.8,36.7,39.1,34.3,570.1,627.6,2.0,4.7,   51.8,0.0,11.3,2.3
2020-09-29 15:00:00,277.9587242026266,26.8,27.4,26.3,39.8,41.2,38.0,411.8,507.3,1.6,5.0,   76.9,0.0,12.1,2.1
2020-09-29 16:00:00,237.09821428571428,25.8,26.6,24.9,41.7,43.8,39.9,205.3,316.0,1.3,4.1,   90.9,0.0,11.8,1.9
2020-09-29 17:00:00,267.4592592592593,23.7,25.1,22.6,48.9,54.4,43.5,36.0,111.8,1.3,3.1,   75.3,0.0,12.3,1.5
2020-09-29 18:00:00,401.26970443349745,21.9,22.7,21.3,57.6,61.0,54.4,0.0,0.0,0.6,2.0,   80.1,0.0,13.2,1.1
2020-09-29 19:00:00,493.0384615384616,20.5,21.3,19.4,63.8,67.8,60.7,0.0,0.0,0.5,1.4,  160.0,0.0,13.4,0.9
2020-09-29 20:00:00,536.7326203208556,18.8,19.5,18.3,70.8,73.6,67.7,0.0,0.0,0.5,1.2,  196.0,0.0,13.4,0.6
2020-09-29 21:00:00,556.25,18.3,18.6,17.9,74.5,76.2,73.3,0.0,0.0,0.4,1.2,  191.4,0.0,13.7,0.5
2020-09-29 22:00:00,564.0380952380951,17.5,18.0,16.9,77.9,79.8,76.1,0.0,0.0,0.3,1.1,  189.4,0.0,13.6,0.4
2020-09-29 23:00:00,565.5,17.0,17.3,16.8,80.3,81.2,79.7,0.0,0.0,0.4,1.2,  192.2,0.0,13.6,0.4
2020-09-30 00:00:00,565.3,16.6,16.9,16.4,82.0,82.8,80.9,0.0,0.0,0.2,1.0,  188.9,0.0,13.5,0.3
2020-09-30 01:00:00,564.8970588235294,15.9,16.8,15.1,82.5,84.7,81.5,0.0,0.0,0.1,0.9,  171.4,0.0,12.9,0.3
2020-09-30 02:00:00,565.125,15.1,15.4,14.7,85.3,86.5,84.2,0.0,0.0,0.1,0.9,  182.4,0.0,12.6,0.3
2020-09-30 03:00:00,564.6136363636364,14.6,15.3,14.0,85.9,87.0,85.0,0.0,0.0,0.0,0.5,  183.2,0.0,12.3,0.2
2020-09-30 04:00:00,563.3333333333333,14.1,14.5,13.7,87.2,87.9,86.2,0.0,0.0,0.1,0.7,  179.7,0.0,12.1,0.2
2020-09-30 05:00:00,552.0166666666668,13.5,13.8,13.2,87.6,88.2,86.8,0.2,4.3,0.1,1.0,  168.1,0.0,11.5,0.2
2020-09-30 06:00:00,484.0272727272728,14.3,15.4,13.7,87.6,88.1,85.8,50.2,170.0,0.1,0.6,  195.4,0.0,12.3,0.2
2020-09-30 07:00:00,336.8362318840579,17.0,18.7,15.2,78.7,86.1,69.6,228.5,413.2,0.2,1.0,    0.2,0.0,13.2,0.4
2020-09-30 08:00:00,187.8065306122449,19.8,21.5,18.1,65.7,72.4,59.0,388.8,632.5,0.4,1.4,  341.0,0.0,13.2,0.8
2020-09-30 09:00:00,143.9055944055944,22.0,23.1,21.0,58.1,60.3,54.2,477.2,705.4,0.5,2.1,  358.5,0.0,13.4,1.1
2020-09-30 10:00:00,204.21666666666667,24.7,26.1,22.6,49.9,56.2,45.1,594.3,806.0,0.6,2.0,   16.3,0.0,13.5,1.6
2020-09-30 11:00:00,285.2183908045977,26.0,27.6,25.0,42.0,48.0,34.8,553.0,797.7,0.7,2.2,  117.4,0.0,12.1,2.0
2020-09-30 12:00:00,374.5041816009558,26.6,28.1,25.8,37.5,40.8,33.3,352.4,782.6,1.0,3.6,  163.5,0.0,10.9,2.2
2020-09-30 13:00:00,412.58897243107765,25.8,26.5,25.5,42.0,44.6,39.9,218.1,421.5,1.0,2.8,  168.3,0.0,12.0,1.9
2020-09-30 14:00:00,356.2421289355322,26.4,26.8,26.1,44.7,46.1,42.6,292.8,376.3,1.0,3.2,  155.7,0.0,13.4,1.9
2020-09-30 15:00:00,244.97413793103448,26.7,27.2,26.2,44.4,46.0,42.7,248.8,393.5,1.0,3.7,  159.1,0.0,13.6,1.9
2020-09-30 16:00:00,195.45885509839002,25.5,26.3,24.8,47.9,50.3,45.6,95.5,144.1,1.3,4.1,  174.0,0.0,13.7,1.7
2020-09-30 17:00:00,229.9504862953139,24.2,24.9,23.7,53.4,54.9,50.2,13.0,40.9,1.4,4.2,  177.1,0.0,14.1,1.4
2020-09-30 18:00:00,385.91517857142856,23.4,23.9,23.0,55.1,56.7,53.9,0.0,0.0,0.7,2.4,  201.6,0.0,13.9,1.3
2020-09-30 19:00:00,496.6,22.2,23.1,21.3,60.3,63.9,56.5,0.0,0.0,0.2,0.6,  180.9,0.0,14.1,1.1
2020-09-30 20:00:00,542.2579365079365,20.4,21.4,19.7,67.2,70.0,63.9,0.0,0.0,0.2,1.1,  163.5,0.0,14.1,0.8
2020-09-30 21:00:00,556.5575757575757,19.8,20.2,19.2,69.4,71.5,68.0,0.0,0.0,0.3,1.1,  197.2,0.0,14.0,0.7
2020-09-30 22:00:00,561.3589743589744,19.2,19.5,19.0,72.2,73.1,71.5,0.0,0.0,0.3,1.4,  178.5,0.0,14.1,0.6
2020-09-30 23:00:00,562.5384615384615,19.1,19.5,18.5,73.6,75.4,71.9,0.0,0.0,0.4,1.3,  190.1,0.0,14.2,0.6
2020-10-06 00:00:00,574.0,16.6,16.9,16.4,83.5,84.1,82.8,0.0,0.0,0.4,1.4,  196.4,0.1,13.8,0.3
2020-10-06 01:00:00,574.9411764705882,16.2,16.8,15.9,84.6,85.7,82.8,0.0,0.0,0.2,0.8,  174.5,0.0,13.6,0.3
2020-10-06 02:00:00,575.1684210526316,15.9,16.1,15.6,86.1,87.0,85.5,0.0,0.0,0.2,1.0,  182.9,0.0,13.5,0.3
2020-10-06 03:00:00,576.0714285714286,15.6,15.9,15.4,87.1,87.6,86.6,0.0,0.0,0.3,0.9,  186.2,0.0,13.5,0.2
2020-10-06 04:00:00,574.4791666666667,15.3,15.6,15.1,87.8,88.3,87.4,2.4,15.1,0.2,1.0,  199.2,0.0,13.3,0.2
